Random seed = 2461462339
/p/work/rditljtd/automl_zero/parallel_full_qdupdate.db3
evol_id:28268
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/parallel_full_qdupdate.db3
Random seed = 4015688612
/p/work/rditljtd/automl_zero/parallel_full_qdupdate.db3
evol_id:84500
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/parallel_full_qdupdate.db3
Random seed = 1851194191
/p/work/rditljtd/automl_zero/parallel_full_qdupdate.db3
evol_id:51550
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/parallel_full_qdupdate.db3
Random seed = 1218043285
/p/work/rditljtd/automl_zero/parallel_full_qdupdate.db3
evol_id:73003
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/parallel_full_qdupdate.db3
Random seed = 1422365864
/p/work/rditljtd/automl_zero/parallel_full_qdupdate.db3
evol_id:18587
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/parallel_full_qdupdate.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
inserting algs with evol id: 18587
50 algorithms migrated
indivs=10298, elapsed_secs=8, mean=0.502434, stdev=0.014545, best fit=0.615900, best_overall=0.615900, mean_diversity=0.320866,
indivs=20396, elapsed_secs=11, mean=0.500141, stdev=0.026794, best fit=0.615900, best_overall=0.615900, mean_diversity=0.277118,
inserting algs with evol id: 18587
50 algorithms migrated
indivs=30494, elapsed_secs=20, mean=0.496651, stdev=0.046348, best fit=0.615900, best_overall=0.615900, mean_diversity=0.214968,
indivs=40592, elapsed_secs=22, mean=0.501159, stdev=0.011532, best fit=0.615900, best_overall=0.615900, mean_diversity=0.139439,
indivs=50690, elapsed_secs=26, mean=0.501157, stdev=0.011532, best fit=0.615900, best_overall=0.615900, mean_diversity=0.284983,
indivs=60788, elapsed_secs=28, mean=0.501159, stdev=0.011532, best fit=0.615900, best_overall=0.615900, mean_diversity=0.197854,
indivs=70886, elapsed_secs=32, mean=0.511829, stdev=0.052309, best fit=0.615900, best_overall=0.615900, mean_diversity=0.361675,
indivs=80984, elapsed_secs=46, mean=0.704524, stdev=0.109559, best fit=0.802200, best_overall=0.802200, mean_diversity=0.104243,
indivs=91082, elapsed_secs=59, mean=0.501968, stdev=0.062117, best fit=0.872200, best_overall=0.872200, mean_diversity=0.084342,
indivs=101180, elapsed_secs=71, mean=0.654742, stdev=0.225267, best fit=0.873000, best_overall=0.873000, mean_diversity=0.198263,
indivs=111278, elapsed_secs=85, mean=0.683037, stdev=0.171109, best fit=0.873000, best_overall=0.873000, mean_diversity=0.167734,
indivs=121376, elapsed_secs=97, mean=0.715533, stdev=0.188251, best fit=0.873000, best_overall=0.873000, mean_diversity=0.145280,
indivs=131474, elapsed_secs=108, mean=0.555630, stdev=0.192509, best fit=0.873000, best_overall=0.873000, mean_diversity=0.316744,
indivs=141572, elapsed_secs=118, mean=0.734389, stdev=0.227923, best fit=0.873100, best_overall=0.873100, mean_diversity=0.105765,
indivs=151670, elapsed_secs=130, mean=0.608229, stdev=0.197962, best fit=0.873200, best_overall=0.873200, mean_diversity=0.314010,
indivs=161768, elapsed_secs=142, mean=0.551958, stdev=0.213647, best fit=0.873200, best_overall=0.873200, mean_diversity=0.353693,
indivs=171866, elapsed_secs=154, mean=0.588416, stdev=0.115292, best fit=0.873300, best_overall=0.873300, mean_diversity=0.215295,
indivs=181964, elapsed_secs=166, mean=0.742987, stdev=0.195117, best fit=0.873300, best_overall=0.873300, mean_diversity=0.090195,
indivs=192062, elapsed_secs=181, mean=0.521106, stdev=0.186141, best fit=0.873300, best_overall=0.873300, mean_diversity=0.294209,
indivs=202160, elapsed_secs=195, mean=0.728222, stdev=0.190051, best fit=0.873300, best_overall=0.873300, mean_diversity=0.246533,
indivs=212258, elapsed_secs=207, mean=0.686239, stdev=0.220552, best fit=0.873300, best_overall=0.873300, mean_diversity=0.225208,
indivs=222356, elapsed_secs=220, mean=0.600559, stdev=0.150484, best fit=0.873300, best_overall=0.873300, mean_diversity=0.342245,
indivs=232454, elapsed_secs=233, mean=0.590664, stdev=0.192526, best fit=0.873300, best_overall=0.873300, mean_diversity=0.356355,
inserting algs with evol id: 18587
50 algorithms migrated
