Random seed = 1513918616
/p/work/rditljtd/automl_zero/baseline_full.db3
evol_id:68488
SQLite Version: 3.45.1

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10222, elapsed_secs=33, mean=0.506525, stdev=0.005476, best fit=0.511400, best_overall=0.511400, mean_diversity=0.170782,
indivs=20224, elapsed_secs=46, mean=0.516873, stdev=0.018521, best fit=0.549300, best_overall=0.549300, mean_diversity=0.235725,
indivs=30250, elapsed_secs=58, mean=0.536454, stdev=0.029073, best fit=0.568400, best_overall=0.568400, mean_diversity=0.180325,
indivs=40280, elapsed_secs=90, mean=0.522327, stdev=0.083297, best fit=0.581300, best_overall=0.581300, mean_diversity=0.220333,
indivs=50348, elapsed_secs=119, mean=0.531397, stdev=0.076897, best fit=0.581300, best_overall=0.581300, mean_diversity=0.350659,
indivs=60414, elapsed_secs=133, mean=0.534204, stdev=0.027046, best fit=0.588800, best_overall=0.588800, mean_diversity=0.236359,
indivs=70523, elapsed_secs=161, mean=0.536224, stdev=0.025423, best fit=0.588800, best_overall=0.588800, mean_diversity=0.144405,
indivs=80547, elapsed_secs=177, mean=0.524103, stdev=0.060452, best fit=0.588800, best_overall=0.588800, mean_diversity=0.147089,
indivs=90633, elapsed_secs=186, mean=0.536233, stdev=0.028427, best fit=0.588800, best_overall=0.588800, mean_diversity=0.140335,
indivs=100683, elapsed_secs=252, mean=0.531958, stdev=0.063198, best fit=0.588800, best_overall=0.588800, mean_diversity=0.129671,
indivs=110724, elapsed_secs=260, mean=0.523416, stdev=0.023439, best fit=0.588800, best_overall=0.588800, mean_diversity=0.190610,
indivs=120747, elapsed_secs=271, mean=0.519076, stdev=0.058692, best fit=0.588800, best_overall=0.588800, mean_diversity=0.114088,
indivs=130832, elapsed_secs=298, mean=0.549056, stdev=0.037149, best fit=0.588800, best_overall=0.588800, mean_diversity=0.139794,
indivs=140853, elapsed_secs=306, mean=0.522793, stdev=0.028663, best fit=0.588800, best_overall=0.588800, mean_diversity=0.147143,
