Random seed = 686324258
/p/work/rditljtd/automl_zero/baseline.db3
evol_id:42803
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10298, elapsed_secs=222, mean=0.492767, stdev=0.136430, best fit=0.580600, best_overall=0.580600, mean_diversity=0.198841,
indivs=20396, elapsed_secs=620, mean=0.611063, stdev=0.115256, best fit=0.670000, best_overall=0.670000, mean_diversity=0.122219,
indivs=30494, elapsed_secs=1058, mean=0.563600, stdev=0.192916, best fit=0.671800, best_overall=0.671800, mean_diversity=0.207841,
indivs=40592, elapsed_secs=1339, mean=0.576421, stdev=0.204470, best fit=0.685700, best_overall=0.685700, mean_diversity=0.112648,
indivs=50690, elapsed_secs=1655, mean=0.601853, stdev=0.170702, best fit=0.686300, best_overall=0.686300, mean_diversity=0.080498,
indivs=60788, elapsed_secs=1956, mean=0.595211, stdev=0.186549, best fit=0.687900, best_overall=0.687900, mean_diversity=0.113694,
indivs=70886, elapsed_secs=2273, mean=0.572922, stdev=0.217167, best fit=0.687900, best_overall=0.687900, mean_diversity=0.191494,
indivs=80984, elapsed_secs=2579, mean=0.618754, stdev=0.149160, best fit=0.688100, best_overall=0.688100, mean_diversity=0.162052,
indivs=91082, elapsed_secs=2900, mean=0.610362, stdev=0.187318, best fit=0.688200, best_overall=0.688200, mean_diversity=0.237093,
indivs=101180, elapsed_secs=3235, mean=0.576738, stdev=0.191247, best fit=0.688200, best_overall=0.688200, mean_diversity=0.152151,
indivs=111278, elapsed_secs=3520, mean=0.568954, stdev=0.213897, best fit=0.688200, best_overall=0.688200, mean_diversity=0.155921,
indivs=121376, elapsed_secs=3821, mean=0.586266, stdev=0.179842, best fit=0.688400, best_overall=0.688400, mean_diversity=0.178308,
