Random seed = 695721837
/p/work/rditljtd/automl_zero/baseline_full.db3
evol_id:71666
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10372, elapsed_secs=12, mean=0.505516, stdev=0.004470, best fit=0.510800, best_overall=0.510800, mean_diversity=0.129448,
indivs=20397, elapsed_secs=22, mean=0.504530, stdev=0.004491, best fit=0.511100, best_overall=0.511100, mean_diversity=0.199011,
indivs=30464, elapsed_secs=34, mean=0.506242, stdev=0.004808, best fit=0.511700, best_overall=0.511700, mean_diversity=0.122990,
indivs=40547, elapsed_secs=44, mean=0.504891, stdev=0.003478, best fit=0.512200, best_overall=0.512200, mean_diversity=0.239459,
indivs=50630, elapsed_secs=52, mean=0.510471, stdev=0.018097, best fit=0.545500, best_overall=0.545500, mean_diversity=0.357688,
indivs=60685, elapsed_secs=57, mean=0.527157, stdev=0.034371, best fit=0.571000, best_overall=0.571000, mean_diversity=0.134469,
indivs=70830, elapsed_secs=63, mean=0.520679, stdev=0.062984, best fit=0.571000, best_overall=0.571000, mean_diversity=0.165543,
indivs=80951, elapsed_secs=73, mean=0.523040, stdev=0.081572, best fit=0.577200, best_overall=0.577200, mean_diversity=0.105079,
indivs=90983, elapsed_secs=84, mean=0.532579, stdev=0.061431, best fit=0.577200, best_overall=0.577200, mean_diversity=0.244780,
indivs=101061, elapsed_secs=93, mean=0.532479, stdev=0.063124, best fit=0.577200, best_overall=0.577200, mean_diversity=0.166006,
indivs=111063, elapsed_secs=104, mean=0.538064, stdev=0.027538, best fit=0.577200, best_overall=0.577200, mean_diversity=0.193782,
indivs=121164, elapsed_secs=112, mean=0.539199, stdev=0.035635, best fit=0.577200, best_overall=0.577200, mean_diversity=0.123912,
indivs=131243, elapsed_secs=123, mean=0.535043, stdev=0.028072, best fit=0.577200, best_overall=0.577200, mean_diversity=0.334783,
indivs=141252, elapsed_secs=135, mean=0.524297, stdev=0.070812, best fit=0.577200, best_overall=0.577200, mean_diversity=0.280096,
indivs=151292, elapsed_secs=149, mean=0.524492, stdev=0.028790, best fit=0.577200, best_overall=0.577200, mean_diversity=0.131171,
indivs=161352, elapsed_secs=160, mean=0.530215, stdev=0.023660, best fit=0.577200, best_overall=0.577200, mean_diversity=0.181310,
indivs=171496, elapsed_secs=168, mean=0.537601, stdev=0.032735, best fit=0.577200, best_overall=0.577200, mean_diversity=0.295654,
indivs=181500, elapsed_secs=177, mean=0.529891, stdev=0.030110, best fit=0.577200, best_overall=0.577200, mean_diversity=0.179838,
indivs=191566, elapsed_secs=187, mean=0.538695, stdev=0.031347, best fit=0.577200, best_overall=0.577200, mean_diversity=0.144852,
indivs=201590, elapsed_secs=198, mean=0.530080, stdev=0.074900, best fit=0.577200, best_overall=0.577200, mean_diversity=0.169973,
indivs=211650, elapsed_secs=208, mean=0.530348, stdev=0.059333, best fit=0.577200, best_overall=0.577200, mean_diversity=0.109293,
indivs=221696, elapsed_secs=220, mean=0.539816, stdev=0.029906, best fit=0.577200, best_overall=0.577200, mean_diversity=0.200973,
indivs=231698, elapsed_secs=231, mean=0.514202, stdev=0.040409, best fit=0.577200, best_overall=0.577200, mean_diversity=0.238831,
