Random seed = 681167201
/p/work/rditljtd/automl_zero/baseline_full.db3
evol_id:84923
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10354, elapsed_secs=17, mean=0.516812, stdev=0.058334, best fit=0.560100, best_overall=0.560100, mean_diversity=0.118587,
indivs=20399, elapsed_secs=21, mean=0.519929, stdev=0.018449, best fit=0.586700, best_overall=0.586700, mean_diversity=0.208631,
indivs=30524, elapsed_secs=26, mean=0.542343, stdev=0.029726, best fit=0.586700, best_overall=0.586700, mean_diversity=0.155382,
indivs=40639, elapsed_secs=31, mean=0.532852, stdev=0.023401, best fit=0.586700, best_overall=0.586700, mean_diversity=0.162966,
indivs=50643, elapsed_secs=36, mean=0.536726, stdev=0.028371, best fit=0.586700, best_overall=0.586700, mean_diversity=0.186513,
indivs=60801, elapsed_secs=45, mean=0.518648, stdev=0.078521, best fit=0.586700, best_overall=0.586700, mean_diversity=0.184369,
indivs=70821, elapsed_secs=50, mean=0.543307, stdev=0.026811, best fit=0.586700, best_overall=0.586700, mean_diversity=0.167418,
indivs=80940, elapsed_secs=55, mean=0.533953, stdev=0.028220, best fit=0.586700, best_overall=0.586700, mean_diversity=0.205000,
indivs=91069, elapsed_secs=60, mean=0.619232, stdev=0.076363, best fit=0.669100, best_overall=0.669100, mean_diversity=0.188669,
indivs=101226, elapsed_secs=67, mean=0.615777, stdev=0.092690, best fit=0.669100, best_overall=0.669100, mean_diversity=0.096877,
indivs=111258, elapsed_secs=74, mean=0.607345, stdev=0.084190, best fit=0.669200, best_overall=0.669200, mean_diversity=0.204689,
indivs=121383, elapsed_secs=81, mean=0.613724, stdev=0.084471, best fit=0.670000, best_overall=0.670000, mean_diversity=0.138113,
indivs=131436, elapsed_secs=87, mean=0.601420, stdev=0.106138, best fit=0.670000, best_overall=0.670000, mean_diversity=0.133243,
indivs=141443, elapsed_secs=94, mean=0.528668, stdev=0.101147, best fit=0.670000, best_overall=0.670000, mean_diversity=0.132484,
indivs=151559, elapsed_secs=100, mean=0.554427, stdev=0.059731, best fit=0.670100, best_overall=0.670100, mean_diversity=0.176615,
indivs=161601, elapsed_secs=106, mean=0.571118, stdev=0.059604, best fit=0.670100, best_overall=0.670100, mean_diversity=0.145962,
indivs=171641, elapsed_secs=113, mean=0.595447, stdev=0.072228, best fit=0.670100, best_overall=0.670100, mean_diversity=0.127723,
indivs=181676, elapsed_secs=118, mean=0.595776, stdev=0.084483, best fit=0.670100, best_overall=0.670100, mean_diversity=0.179442,
indivs=191683, elapsed_secs=124, mean=0.614675, stdev=0.084114, best fit=0.670100, best_overall=0.670100, mean_diversity=0.118345,
indivs=201731, elapsed_secs=129, mean=0.591564, stdev=0.083112, best fit=0.670100, best_overall=0.670100, mean_diversity=0.129101,
indivs=211781, elapsed_secs=135, mean=0.609502, stdev=0.069481, best fit=0.670100, best_overall=0.670100, mean_diversity=0.148857,
indivs=221925, elapsed_secs=141, mean=0.580639, stdev=0.101624, best fit=0.670100, best_overall=0.670100, mean_diversity=0.283043,
indivs=231955, elapsed_secs=147, mean=0.583541, stdev=0.145886, best fit=0.670100, best_overall=0.670100, mean_diversity=0.161858,
indivs=242089, elapsed_secs=154, mean=0.597403, stdev=0.105651, best fit=0.670100, best_overall=0.670100, mean_diversity=0.128275,
indivs=252181, elapsed_secs=161, mean=0.528489, stdev=0.079178, best fit=0.670100, best_overall=0.670100, mean_diversity=0.219817,
indivs=262193, elapsed_secs=168, mean=0.585571, stdev=0.089377, best fit=0.670100, best_overall=0.670100, mean_diversity=0.135940,
indivs=272260, elapsed_secs=174, mean=0.593986, stdev=0.087696, best fit=0.671000, best_overall=0.671000, mean_diversity=0.222098,
indivs=282371, elapsed_secs=182, mean=0.613431, stdev=0.100521, best fit=0.671000, best_overall=0.671000, mean_diversity=0.161745,
indivs=292533, elapsed_secs=203, mean=0.599015, stdev=0.128356, best fit=0.671000, best_overall=0.671000, mean_diversity=0.173333,
indivs=302619, elapsed_secs=224, mean=0.593845, stdev=0.105261, best fit=0.671000, best_overall=0.671000, mean_diversity=0.190494,
indivs=312655, elapsed_secs=235, mean=0.602392, stdev=0.067800, best fit=0.671000, best_overall=0.671000, mean_diversity=0.216235,
indivs=322777, elapsed_secs=251, mean=0.606381, stdev=0.091004, best fit=0.671000, best_overall=0.671000, mean_diversity=0.179904,
indivs=332787, elapsed_secs=263, mean=0.619288, stdev=0.112174, best fit=0.671000, best_overall=0.671000, mean_diversity=0.132528,
indivs=342865, elapsed_secs=274, mean=0.603278, stdev=0.056606, best fit=0.671000, best_overall=0.671000, mean_diversity=0.242851,
indivs=353035, elapsed_secs=286, mean=0.620941, stdev=0.096841, best fit=0.671000, best_overall=0.671000, mean_diversity=0.143558,
indivs=363069, elapsed_secs=296, mean=0.582713, stdev=0.121122, best fit=0.685500, best_overall=0.685500, mean_diversity=0.132419,
indivs=373098, elapsed_secs=312, mean=0.621032, stdev=0.104741, best fit=0.686100, best_overall=0.686100, mean_diversity=0.142025,
indivs=383137, elapsed_secs=327, mean=0.600801, stdev=0.063885, best fit=0.686100, best_overall=0.686100, mean_diversity=0.090727,
indivs=393176, elapsed_secs=349, mean=0.597355, stdev=0.109652, best fit=0.687200, best_overall=0.687200, mean_diversity=0.101914,
indivs=403344, elapsed_secs=366, mean=0.616444, stdev=0.105588, best fit=0.687200, best_overall=0.687200, mean_diversity=0.198528,
indivs=413400, elapsed_secs=380, mean=0.630398, stdev=0.101159, best fit=0.687300, best_overall=0.687300, mean_diversity=0.164763,
indivs=423459, elapsed_secs=400, mean=0.624284, stdev=0.089248, best fit=0.688200, best_overall=0.688200, mean_diversity=0.175123,
indivs=433553, elapsed_secs=422, mean=0.606286, stdev=0.148936, best fit=0.688200, best_overall=0.688200, mean_diversity=0.111932,
indivs=443555, elapsed_secs=441, mean=0.586475, stdev=0.076644, best fit=0.688200, best_overall=0.688200, mean_diversity=0.111513,
indivs=453668, elapsed_secs=461, mean=0.595381, stdev=0.132057, best fit=0.688200, best_overall=0.688200, mean_diversity=0.114715,
indivs=463824, elapsed_secs=474, mean=0.593672, stdev=0.146826, best fit=0.688200, best_overall=0.688200, mean_diversity=0.142014,
indivs=473832, elapsed_secs=491, mean=0.602029, stdev=0.062282, best fit=0.688200, best_overall=0.688200, mean_diversity=0.085751,
