Random seed = 3549686980
/p/work/rditljtd/automl_zero/baseline_qdupdate.db3
evol_id:91397
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_qdupdate.db3
Random seed = 3084307443
Random seed = 4004603611
/p/work/rditljtd/automl_zero/baseline_qdupdate.db3
evol_id:95675
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_qdupdate.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=1, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10298, elapsed_secs=146, mean=0.500727, stdev=0.006487, best fit=0.564800, best_overall=0.564800, mean_diversity=0.186420,
indivs=20396, elapsed_secs=358, mean=0.500352, stdev=0.014074, best fit=0.573900, best_overall=0.573900, mean_diversity=0.248703,
indivs=30494, elapsed_secs=501, mean=0.501499, stdev=0.054759, best fit=0.576600, best_overall=0.576600, mean_diversity=0.230836,
indivs=40592, elapsed_secs=744, mean=0.500283, stdev=0.010339, best fit=0.585900, best_overall=0.585900, mean_diversity=0.195574,
indivs=50690, elapsed_secs=1018, mean=0.464913, stdev=0.177141, best fit=0.603000, best_overall=0.603000, mean_diversity=0.124016,
indivs=60788, elapsed_secs=1338, mean=0.463874, stdev=0.130561, best fit=0.603200, best_overall=0.603200, mean_diversity=0.353702,
indivs=70886, elapsed_secs=1670, mean=0.480902, stdev=0.112810, best fit=0.603200, best_overall=0.603200, mean_diversity=0.478869,
indivs=80984, elapsed_secs=1996, mean=0.497204, stdev=0.093900, best fit=0.604800, best_overall=0.604800, mean_diversity=0.360432,
indivs=91082, elapsed_secs=2317, mean=0.450985, stdev=0.150706, best fit=0.604800, best_overall=0.604800, mean_diversity=0.199809,
indivs=101180, elapsed_secs=2640, mean=0.490872, stdev=0.141119, best fit=0.604800, best_overall=0.604800, mean_diversity=0.303957,
indivs=111278, elapsed_secs=2964, mean=0.577530, stdev=0.143230, best fit=0.669000, best_overall=0.669000, mean_diversity=0.150272,
indivs=121376, elapsed_secs=3284, mean=0.502125, stdev=0.069698, best fit=0.669100, best_overall=0.669100, mean_diversity=0.358235,
indivs=131474, elapsed_secs=3588, mean=0.418710, stdev=0.206771, best fit=0.669100, best_overall=0.669100, mean_diversity=0.387508,
indivs=141572, elapsed_secs=3899, mean=0.454975, stdev=0.145484, best fit=0.669100, best_overall=0.669100, mean_diversity=0.291122,
indivs=151670, elapsed_secs=4182, mean=0.453143, stdev=0.163847, best fit=0.669100, best_overall=0.669100, mean_diversity=0.293571,
