Random seed = 3548238697
/p/work/rditljtd/automl_zero/baseline_qdupdate.db3
evol_id:51434
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_qdupdate.db3
Random seed = 3085357529
Random seed = 3997449338
/p/work/rditljtd/automl_zero/baseline_qdupdate.db3
evol_id:68933
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_qdupdate.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=1, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10298, elapsed_secs=196, mean=0.472888, stdev=0.118074, best fit=0.583500, best_overall=0.583500, mean_diversity=0.221027,
indivs=20396, elapsed_secs=401, mean=0.495898, stdev=0.050634, best fit=0.589800, best_overall=0.589800, mean_diversity=0.163970,
indivs=30494, elapsed_secs=556, mean=0.500947, stdev=0.009423, best fit=0.594700, best_overall=0.594700, mean_diversity=0.329878,
indivs=40592, elapsed_secs=722, mean=0.500818, stdev=0.012083, best fit=0.594700, best_overall=0.594700, mean_diversity=0.158516,
indivs=50690, elapsed_secs=874, mean=0.500753, stdev=0.009548, best fit=0.594700, best_overall=0.594700, mean_diversity=0.161610,
indivs=60788, elapsed_secs=1015, mean=0.489282, stdev=0.087445, best fit=0.594700, best_overall=0.594700, mean_diversity=0.430816,
indivs=70886, elapsed_secs=1146, mean=0.503031, stdev=0.016522, best fit=0.594700, best_overall=0.594700, mean_diversity=0.265496,
indivs=80984, elapsed_secs=1277, mean=0.473625, stdev=0.120440, best fit=0.594700, best_overall=0.594700, mean_diversity=0.213628,
indivs=91082, elapsed_secs=1454, mean=0.496467, stdev=0.051032, best fit=0.594700, best_overall=0.594700, mean_diversity=0.155923,
indivs=101180, elapsed_secs=1619, mean=0.509672, stdev=0.057417, best fit=0.594700, best_overall=0.594700, mean_diversity=0.046530,
indivs=111278, elapsed_secs=1769, mean=0.502195, stdev=0.012885, best fit=0.594700, best_overall=0.594700, mean_diversity=0.190802,
indivs=121376, elapsed_secs=1918, mean=0.506971, stdev=0.019436, best fit=0.594700, best_overall=0.594700, mean_diversity=0.099300,
indivs=131474, elapsed_secs=2091, mean=0.490947, stdev=0.070765, best fit=0.594700, best_overall=0.594700, mean_diversity=0.222082,
indivs=141572, elapsed_secs=2283, mean=0.492752, stdev=0.052920, best fit=0.600400, best_overall=0.600400, mean_diversity=0.271211,
indivs=151670, elapsed_secs=2497, mean=0.488894, stdev=0.090133, best fit=0.604600, best_overall=0.604600, mean_diversity=0.221047,
indivs=161768, elapsed_secs=2700, mean=0.500859, stdev=0.017212, best fit=0.604600, best_overall=0.604600, mean_diversity=0.324923,
indivs=171866, elapsed_secs=2850, mean=0.506086, stdev=0.019796, best fit=0.604600, best_overall=0.604600, mean_diversity=0.164035,
indivs=181964, elapsed_secs=2985, mean=0.508458, stdev=0.021352, best fit=0.604600, best_overall=0.604600, mean_diversity=0.113275,
indivs=192062, elapsed_secs=3103, mean=0.486382, stdev=0.086715, best fit=0.604600, best_overall=0.604600, mean_diversity=0.181029,
indivs=202160, elapsed_secs=3274, mean=0.519872, stdev=0.030304, best fit=0.604600, best_overall=0.604600, mean_diversity=0.064795,
indivs=212258, elapsed_secs=3446, mean=0.501046, stdev=0.010408, best fit=0.604600, best_overall=0.604600, mean_diversity=0.142049,
indivs=222356, elapsed_secs=3600, mean=0.501948, stdev=0.053779, best fit=0.604600, best_overall=0.604600, mean_diversity=0.358246,
indivs=232454, elapsed_secs=3769, mean=0.489688, stdev=0.087862, best fit=0.604600, best_overall=0.604600, mean_diversity=0.346383,
