Random seed = 3564694073
/p/work/rditljtd/automl_zero/baseline_qdupdate.db3
evol_id:37801
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_qdupdate.db3
Random seed = 4019223282
/p/work/rditljtd/automl_zero/baseline_qdupdate.db3
evol_id:92190
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_qdupdate.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=1, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10298, elapsed_secs=184, mean=0.485370, stdev=0.085684, best fit=0.569500, best_overall=0.569500, mean_diversity=0.228214,
indivs=20396, elapsed_secs=390, mean=0.495441, stdev=0.045816, best fit=0.573400, best_overall=0.573400, mean_diversity=0.342720,
indivs=30494, elapsed_secs=574, mean=0.496353, stdev=0.050782, best fit=0.573400, best_overall=0.573400, mean_diversity=0.472743,
indivs=40592, elapsed_secs=781, mean=0.490441, stdev=0.073377, best fit=0.573400, best_overall=0.573400, mean_diversity=0.131609,
indivs=50690, elapsed_secs=1081, mean=0.566995, stdev=0.191367, best fit=0.669100, best_overall=0.669100, mean_diversity=0.132751,
indivs=60788, elapsed_secs=1398, mean=0.517546, stdev=0.150877, best fit=0.671300, best_overall=0.671300, mean_diversity=0.219887,
indivs=70886, elapsed_secs=1704, mean=0.498421, stdev=0.055513, best fit=0.671300, best_overall=0.671300, mean_diversity=0.264565,
indivs=80984, elapsed_secs=2002, mean=0.489046, stdev=0.146398, best fit=0.671400, best_overall=0.671400, mean_diversity=0.123156,
indivs=91082, elapsed_secs=2306, mean=0.474611, stdev=0.135277, best fit=0.671400, best_overall=0.671400, mean_diversity=0.239381,
indivs=101180, elapsed_secs=2626, mean=0.517014, stdev=0.076681, best fit=0.671400, best_overall=0.671400, mean_diversity=0.301530,
indivs=111278, elapsed_secs=2940, mean=0.448231, stdev=0.206397, best fit=0.671400, best_overall=0.671400, mean_diversity=0.277866,
indivs=121376, elapsed_secs=3226, mean=0.510979, stdev=0.135817, best fit=0.671400, best_overall=0.671400, mean_diversity=0.209640,
indivs=131474, elapsed_secs=3546, mean=0.461828, stdev=0.169927, best fit=0.671500, best_overall=0.671500, mean_diversity=0.227843,
indivs=141572, elapsed_secs=3855, mean=0.502515, stdev=0.174968, best fit=0.671500, best_overall=0.671500, mean_diversity=0.209488,
indivs=151670, elapsed_secs=4159, mean=0.486717, stdev=0.087279, best fit=0.671500, best_overall=0.671500, mean_diversity=0.348268,
indivs=161768, elapsed_secs=4463, mean=0.440587, stdev=0.207993, best fit=0.671500, best_overall=0.671500, mean_diversity=0.355746,
indivs=171866, elapsed_secs=4770, mean=0.526511, stdev=0.087324, best fit=0.671600, best_overall=0.671600, mean_diversity=0.165257,
indivs=181964, elapsed_secs=5079, mean=0.495582, stdev=0.175184, best fit=0.671600, best_overall=0.671600, mean_diversity=0.155358,
indivs=192062, elapsed_secs=5395, mean=0.483417, stdev=0.101532, best fit=0.671600, best_overall=0.671600, mean_diversity=0.099985,
indivs=202160, elapsed_secs=5700, mean=0.517360, stdev=0.145372, best fit=0.671600, best_overall=0.671600, mean_diversity=0.320984,
indivs=212258, elapsed_secs=6002, mean=0.498476, stdev=0.080178, best fit=0.671600, best_overall=0.671600, mean_diversity=0.193032,
indivs=222356, elapsed_secs=6328, mean=0.451900, stdev=0.167136, best fit=0.671700, best_overall=0.671700, mean_diversity=0.272235,
indivs=232454, elapsed_secs=6641, mean=0.449653, stdev=0.163196, best fit=0.671700, best_overall=0.671700, mean_diversity=0.337449,
indivs=242552, elapsed_secs=6972, mean=0.491319, stdev=0.129067, best fit=0.671700, best_overall=0.671700, mean_diversity=0.324091,
indivs=252650, elapsed_secs=7286, mean=0.514606, stdev=0.214337, best fit=0.671700, best_overall=0.671700, mean_diversity=0.218448,
indivs=262748, elapsed_secs=7613, mean=0.426717, stdev=0.180068, best fit=0.671700, best_overall=0.671700, mean_diversity=0.120206,
indivs=272846, elapsed_secs=7939, mean=0.472673, stdev=0.120740, best fit=0.671700, best_overall=0.671700, mean_diversity=0.203340,
indivs=282944, elapsed_secs=8257, mean=0.497069, stdev=0.080515, best fit=0.671700, best_overall=0.671700, mean_diversity=0.190069,
indivs=293042, elapsed_secs=8582, mean=0.471784, stdev=0.133613, best fit=0.671700, best_overall=0.671700, mean_diversity=0.242681,
indivs=303140, elapsed_secs=8900, mean=0.594423, stdev=0.153921, best fit=0.671700, best_overall=0.671700, mean_diversity=0.075669,
indivs=313238, elapsed_secs=9229, mean=0.506918, stdev=0.127999, best fit=0.671700, best_overall=0.671700, mean_diversity=0.330686,
indivs=323336, elapsed_secs=9547, mean=0.517584, stdev=0.180719, best fit=0.671800, best_overall=0.671800, mean_diversity=0.335118,
indivs=333434, elapsed_secs=9866, mean=0.550037, stdev=0.109713, best fit=0.674500, best_overall=0.674500, mean_diversity=0.171213,
indivs=343532, elapsed_secs=10166, mean=0.498948, stdev=0.178486, best fit=0.675000, best_overall=0.675000, mean_diversity=0.174969,
indivs=353630, elapsed_secs=10464, mean=0.529954, stdev=0.184431, best fit=0.675000, best_overall=0.675000, mean_diversity=0.158841,
indivs=363728, elapsed_secs=10760, mean=0.496951, stdev=0.150924, best fit=0.675000, best_overall=0.675000, mean_diversity=0.372448,
indivs=373826, elapsed_secs=11056, mean=0.528992, stdev=0.174200, best fit=0.675000, best_overall=0.675000, mean_diversity=0.291607,
indivs=383924, elapsed_secs=11358, mean=0.478000, stdev=0.138335, best fit=0.675700, best_overall=0.675700, mean_diversity=0.285737,
indivs=394022, elapsed_secs=11648, mean=0.512748, stdev=0.196697, best fit=0.675700, best_overall=0.675700, mean_diversity=0.133132,
indivs=404120, elapsed_secs=11940, mean=0.563131, stdev=0.140183, best fit=0.675700, best_overall=0.675700, mean_diversity=0.110108,
indivs=414218, elapsed_secs=12239, mean=0.445621, stdev=0.177669, best fit=0.690600, best_overall=0.690600, mean_diversity=0.206846,
indivs=424316, elapsed_secs=12545, mean=0.504891, stdev=0.184593, best fit=0.691000, best_overall=0.691000, mean_diversity=0.410836,
indivs=434414, elapsed_secs=12853, mean=0.550977, stdev=0.190434, best fit=0.691000, best_overall=0.691000, mean_diversity=0.145471,
indivs=444512, elapsed_secs=13151, mean=0.519461, stdev=0.192631, best fit=0.691000, best_overall=0.691000, mean_diversity=0.276529,
indivs=454610, elapsed_secs=13458, mean=0.493170, stdev=0.075180, best fit=0.691000, best_overall=0.691000, mean_diversity=0.105280,
indivs=464708, elapsed_secs=13770, mean=0.519955, stdev=0.164310, best fit=0.691000, best_overall=0.691000, mean_diversity=0.149187,
indivs=474806, elapsed_secs=14084, mean=0.532555, stdev=0.196201, best fit=0.691000, best_overall=0.691000, mean_diversity=0.184549,
indivs=484904, elapsed_secs=14398, mean=0.522881, stdev=0.165627, best fit=0.692000, best_overall=0.692000, mean_diversity=0.139076,
indivs=495002, elapsed_secs=14716, mean=0.535144, stdev=0.134130, best fit=0.692000, best_overall=0.692000, mean_diversity=0.189905,
indivs=505100, elapsed_secs=15028, mean=0.432515, stdev=0.193169, best fit=0.692000, best_overall=0.692000, mean_diversity=0.282739,
indivs=515198, elapsed_secs=15337, mean=0.492505, stdev=0.114392, best fit=0.692000, best_overall=0.692000, mean_diversity=0.212246,
indivs=525296, elapsed_secs=15657, mean=0.608358, stdev=0.130335, best fit=0.692000, best_overall=0.692000, mean_diversity=0.138106,
indivs=535394, elapsed_secs=15973, mean=0.583435, stdev=0.158683, best fit=0.692000, best_overall=0.692000, mean_diversity=0.091023,
indivs=545492, elapsed_secs=16292, mean=0.511214, stdev=0.162548, best fit=0.692000, best_overall=0.692000, mean_diversity=0.202208,
indivs=555590, elapsed_secs=16618, mean=0.494992, stdev=0.125900, best fit=0.692000, best_overall=0.692000, mean_diversity=0.284061,
indivs=565688, elapsed_secs=16943, mean=0.468420, stdev=0.164379, best fit=0.692000, best_overall=0.692000, mean_diversity=0.353242,
indivs=575786, elapsed_secs=17254, mean=0.491150, stdev=0.178434, best fit=0.692000, best_overall=0.692000, mean_diversity=0.271241,
indivs=585884, elapsed_secs=17591, mean=0.502443, stdev=0.192096, best fit=0.692000, best_overall=0.692000, mean_diversity=0.175972,
indivs=595982, elapsed_secs=17914, mean=0.545052, stdev=0.159897, best fit=0.692000, best_overall=0.692000, mean_diversity=0.128113,
indivs=606080, elapsed_secs=18231, mean=0.423816, stdev=0.203562, best fit=0.692000, best_overall=0.692000, mean_diversity=0.208416,
indivs=616178, elapsed_secs=18552, mean=0.551125, stdev=0.198870, best fit=0.692000, best_overall=0.692000, mean_diversity=0.086366,
indivs=626276, elapsed_secs=18856, mean=0.471621, stdev=0.177177, best fit=0.692000, best_overall=0.692000, mean_diversity=0.298826,
indivs=636374, elapsed_secs=19182, mean=0.460230, stdev=0.197293, best fit=0.692000, best_overall=0.692000, mean_diversity=0.310936,
indivs=646472, elapsed_secs=19494, mean=0.516727, stdev=0.153664, best fit=0.692000, best_overall=0.692000, mean_diversity=0.265010,
indivs=656570, elapsed_secs=19810, mean=0.465579, stdev=0.140807, best fit=0.692000, best_overall=0.692000, mean_diversity=0.218275,
