Random seed = 3566351285
Random seed = 4011944501
/p/work/rditljtd/automl_zero/baseline_qdupdate.db3
evol_id:78346
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_qdupdate.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=1, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10298, elapsed_secs=194, mean=0.497565, stdev=0.053102, best fit=0.557800, best_overall=0.557800, mean_diversity=0.143215,
indivs=20396, elapsed_secs=446, mean=0.490714, stdev=0.070461, best fit=0.571400, best_overall=0.571400, mean_diversity=0.208303,
indivs=30494, elapsed_secs=684, mean=0.485251, stdev=0.085854, best fit=0.571400, best_overall=0.571400, mean_diversity=0.273890,
indivs=40592, elapsed_secs=947, mean=0.498381, stdev=0.026771, best fit=0.571400, best_overall=0.571400, mean_diversity=0.224730,
indivs=50690, elapsed_secs=1231, mean=0.490772, stdev=0.070470, best fit=0.571400, best_overall=0.571400, mean_diversity=0.129763,
indivs=60788, elapsed_secs=1482, mean=0.494339, stdev=0.051475, best fit=0.571400, best_overall=0.571400, mean_diversity=0.216879,
indivs=70886, elapsed_secs=1711, mean=0.494570, stdev=0.058853, best fit=0.587300, best_overall=0.587300, mean_diversity=0.104858,
indivs=80984, elapsed_secs=2018, mean=0.490689, stdev=0.070699, best fit=0.587300, best_overall=0.587300, mean_diversity=0.353934,
indivs=91082, elapsed_secs=2293, mean=0.495517, stdev=0.051554, best fit=0.587300, best_overall=0.587300, mean_diversity=0.369952,
indivs=101180, elapsed_secs=2558, mean=0.501140, stdev=0.011508, best fit=0.587300, best_overall=0.587300, mean_diversity=0.311897,
indivs=111278, elapsed_secs=2834, mean=0.496081, stdev=0.050844, best fit=0.587300, best_overall=0.587300, mean_diversity=0.221877,
indivs=121376, elapsed_secs=3084, mean=0.496235, stdev=0.050742, best fit=0.587300, best_overall=0.587300, mean_diversity=0.237787,
indivs=131474, elapsed_secs=3355, mean=0.500762, stdev=0.009189, best fit=0.588600, best_overall=0.588600, mean_diversity=0.115666,
indivs=141572, elapsed_secs=3632, mean=0.495886, stdev=0.050612, best fit=0.588600, best_overall=0.588600, mean_diversity=0.206352,
indivs=151670, elapsed_secs=3891, mean=0.495886, stdev=0.050612, best fit=0.588600, best_overall=0.588600, mean_diversity=0.175229,
