Random seed = 2254019512
/p/work/rditljtd/automl_zero/baseline_full_qd.db3
evol_id:12423
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full_qd.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10298, elapsed_secs=4, mean=0.508875, stdev=0.021222, best fit=0.563300, best_overall=0.563300, mean_diversity=0.204773,
indivs=20396, elapsed_secs=9, mean=0.499052, stdev=0.009559, best fit=0.577100, best_overall=0.577100, mean_diversity=0.197133,
indivs=30494, elapsed_secs=12, mean=0.509416, stdev=0.031029, best fit=0.577100, best_overall=0.577100, mean_diversity=0.239093,
indivs=40592, elapsed_secs=16, mean=0.499143, stdev=0.010444, best fit=0.579800, best_overall=0.579800, mean_diversity=0.206393,
indivs=50690, elapsed_secs=19, mean=0.505153, stdev=0.017053, best fit=0.579800, best_overall=0.579800, mean_diversity=0.287730,
indivs=60788, elapsed_secs=22, mean=0.506457, stdev=0.018201, best fit=0.579800, best_overall=0.579800, mean_diversity=0.234649,
indivs=70886, elapsed_secs=25, mean=0.510424, stdev=0.019848, best fit=0.579800, best_overall=0.579800, mean_diversity=0.071896,
indivs=80984, elapsed_secs=30, mean=0.496243, stdev=0.050764, best fit=0.579800, best_overall=0.579800, mean_diversity=0.253621,
indivs=91082, elapsed_secs=33, mean=0.508486, stdev=0.020951, best fit=0.579800, best_overall=0.579800, mean_diversity=0.260161,
indivs=101180, elapsed_secs=36, mean=0.501150, stdev=0.023995, best fit=0.579800, best_overall=0.579800, mean_diversity=0.169313,
indivs=111278, elapsed_secs=39, mean=0.523285, stdev=0.022095, best fit=0.579800, best_overall=0.579800, mean_diversity=0.346017,
indivs=121376, elapsed_secs=41, mean=0.511030, stdev=0.022537, best fit=0.579800, best_overall=0.579800, mean_diversity=0.171573,
indivs=131474, elapsed_secs=48, mean=0.574383, stdev=0.072208, best fit=0.669000, best_overall=0.669000, mean_diversity=0.310373,
