Random seed = 2261293598
/p/work/rditljtd/automl_zero/baseline_full_qd.db3
evol_id:99202
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full_qd.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10298, elapsed_secs=29, mean=0.500193, stdev=0.007158, best fit=0.568100, best_overall=0.568100, mean_diversity=0.321235,
indivs=20396, elapsed_secs=33, mean=0.480255, stdev=0.085509, best fit=0.568100, best_overall=0.568100, mean_diversity=0.186982,
indivs=30494, elapsed_secs=37, mean=0.500681, stdev=0.006776, best fit=0.568100, best_overall=0.568100, mean_diversity=0.062512,
indivs=40592, elapsed_secs=42, mean=0.494399, stdev=0.051446, best fit=0.568100, best_overall=0.568100, mean_diversity=0.171786,
indivs=50690, elapsed_secs=45, mean=0.496491, stdev=0.051293, best fit=0.568100, best_overall=0.568100, mean_diversity=0.176250,
indivs=60788, elapsed_secs=49, mean=0.500738, stdev=0.015088, best fit=0.568100, best_overall=0.568100, mean_diversity=0.213765,
indivs=70886, elapsed_secs=53, mean=0.502717, stdev=0.012058, best fit=0.568100, best_overall=0.568100, mean_diversity=0.178586,
indivs=80984, elapsed_secs=57, mean=0.500671, stdev=0.006777, best fit=0.568100, best_overall=0.568100, mean_diversity=0.203913,
indivs=91082, elapsed_secs=62, mean=0.494238, stdev=0.018073, best fit=0.568100, best_overall=0.568100, mean_diversity=0.257345,
indivs=101180, elapsed_secs=66, mean=0.500681, stdev=0.006776, best fit=0.568100, best_overall=0.568100, mean_diversity=0.051679,
indivs=111278, elapsed_secs=70, mean=0.500033, stdev=0.008594, best fit=0.568100, best_overall=0.568100, mean_diversity=0.271151,
indivs=121376, elapsed_secs=74, mean=0.494167, stdev=0.052331, best fit=0.568100, best_overall=0.568100, mean_diversity=0.081977,
indivs=131474, elapsed_secs=79, mean=0.502311, stdev=0.011383, best fit=0.580500, best_overall=0.580500, mean_diversity=0.152151,
indivs=141572, elapsed_secs=84, mean=0.501309, stdev=0.009535, best fit=0.584100, best_overall=0.584100, mean_diversity=0.107603,
indivs=151670, elapsed_secs=87, mean=0.503451, stdev=0.013399, best fit=0.584100, best_overall=0.584100, mean_diversity=0.209126,
indivs=161768, elapsed_secs=90, mean=0.504125, stdev=0.012687, best fit=0.584100, best_overall=0.584100, mean_diversity=0.136823,
indivs=171866, elapsed_secs=97, mean=0.502344, stdev=0.014836, best fit=0.592100, best_overall=0.592100, mean_diversity=0.229808,
indivs=181964, elapsed_secs=109, mean=0.533934, stdev=0.078363, best fit=0.668900, best_overall=0.668900, mean_diversity=0.234752,
indivs=192062, elapsed_secs=116, mean=0.528918, stdev=0.053386, best fit=0.669300, best_overall=0.669300, mean_diversity=0.387553,
indivs=202160, elapsed_secs=119, mean=0.619618, stdev=0.076743, best fit=0.669300, best_overall=0.669300, mean_diversity=0.192375,
indivs=212258, elapsed_secs=125, mean=0.501689, stdev=0.016866, best fit=0.669500, best_overall=0.669500, mean_diversity=0.170277,
indivs=222356, elapsed_secs=131, mean=0.620047, stdev=0.076972, best fit=0.669500, best_overall=0.669500, mean_diversity=0.201456,
indivs=232454, elapsed_secs=138, mean=0.540024, stdev=0.090979, best fit=0.669500, best_overall=0.669500, mean_diversity=0.193822,
indivs=242552, elapsed_secs=144, mean=0.519318, stdev=0.094966, best fit=0.669500, best_overall=0.669500, mean_diversity=0.260000,
indivs=252650, elapsed_secs=149, mean=0.541749, stdev=0.099176, best fit=0.669500, best_overall=0.669500, mean_diversity=0.269821,
indivs=262748, elapsed_secs=154, mean=0.498303, stdev=0.055419, best fit=0.669500, best_overall=0.669500, mean_diversity=0.220767,
indivs=272846, elapsed_secs=160, mean=0.610414, stdev=0.081277, best fit=0.669700, best_overall=0.669700, mean_diversity=0.153700,
indivs=282944, elapsed_secs=166, mean=0.478056, stdev=0.090150, best fit=0.669700, best_overall=0.669700, mean_diversity=0.078297,
indivs=293042, elapsed_secs=172, mean=0.578324, stdev=0.084410, best fit=0.669700, best_overall=0.669700, mean_diversity=0.201997,
indivs=303140, elapsed_secs=178, mean=0.501543, stdev=0.016970, best fit=0.669700, best_overall=0.669700, mean_diversity=0.154561,
indivs=313238, elapsed_secs=183, mean=0.541796, stdev=0.073651, best fit=0.669700, best_overall=0.669700, mean_diversity=0.461938,
indivs=323336, elapsed_secs=189, mean=0.584726, stdev=0.070620, best fit=0.669700, best_overall=0.669700, mean_diversity=0.078619,
indivs=333434, elapsed_secs=196, mean=0.514689, stdev=0.047033, best fit=0.669700, best_overall=0.669700, mean_diversity=0.305675,
indivs=343532, elapsed_secs=203, mean=0.597041, stdev=0.061478, best fit=0.669700, best_overall=0.669700, mean_diversity=0.145764,
indivs=353630, elapsed_secs=209, mean=0.525802, stdev=0.069620, best fit=0.669700, best_overall=0.669700, mean_diversity=0.228333,
indivs=363728, elapsed_secs=214, mean=0.571498, stdev=0.106157, best fit=0.669700, best_overall=0.669700, mean_diversity=0.240257,
indivs=373826, elapsed_secs=220, mean=0.563831, stdev=0.091563, best fit=0.669700, best_overall=0.669700, mean_diversity=0.254513,
indivs=383924, elapsed_secs=228, mean=0.526917, stdev=0.143734, best fit=0.669700, best_overall=0.669700, mean_diversity=0.181949,
indivs=394022, elapsed_secs=234, mean=0.562393, stdev=0.081960, best fit=0.669700, best_overall=0.669700, mean_diversity=0.072913,
indivs=404120, elapsed_secs=240, mean=0.516484, stdev=0.051094, best fit=0.669700, best_overall=0.669700, mean_diversity=0.191889,
indivs=414218, elapsed_secs=246, mean=0.541955, stdev=0.128783, best fit=0.669700, best_overall=0.669700, mean_diversity=0.259918,
indivs=424316, elapsed_secs=252, mean=0.524830, stdev=0.083070, best fit=0.669700, best_overall=0.669700, mean_diversity=0.198030,
indivs=434414, elapsed_secs=259, mean=0.553305, stdev=0.085363, best fit=0.669700, best_overall=0.669700, mean_diversity=0.189968,
indivs=444512, elapsed_secs=265, mean=0.515872, stdev=0.048671, best fit=0.669700, best_overall=0.669700, mean_diversity=0.288784,
indivs=454610, elapsed_secs=270, mean=0.533846, stdev=0.106318, best fit=0.669700, best_overall=0.669700, mean_diversity=0.182508,
indivs=464708, elapsed_secs=275, mean=0.582649, stdev=0.084959, best fit=0.669700, best_overall=0.669700, mean_diversity=0.176871,
indivs=474806, elapsed_secs=283, mean=0.504762, stdev=0.034983, best fit=0.669700, best_overall=0.669700, mean_diversity=0.092174,
indivs=484904, elapsed_secs=288, mean=0.511507, stdev=0.072356, best fit=0.669700, best_overall=0.669700, mean_diversity=0.222160,
indivs=495002, elapsed_secs=297, mean=0.520189, stdev=0.075310, best fit=0.670100, best_overall=0.670100, mean_diversity=0.278490,
indivs=505100, elapsed_secs=308, mean=0.543461, stdev=0.073793, best fit=0.670100, best_overall=0.670100, mean_diversity=0.278485,
indivs=515198, elapsed_secs=318, mean=0.599184, stdev=0.085574, best fit=0.670400, best_overall=0.670400, mean_diversity=0.176455,
indivs=525296, elapsed_secs=328, mean=0.532782, stdev=0.091325, best fit=0.670400, best_overall=0.670400, mean_diversity=0.177883,
indivs=535394, elapsed_secs=340, mean=0.505309, stdev=0.069818, best fit=0.670400, best_overall=0.670400, mean_diversity=0.218315,
indivs=545492, elapsed_secs=350, mean=0.511442, stdev=0.098173, best fit=0.670400, best_overall=0.670400, mean_diversity=0.332667,
indivs=555590, elapsed_secs=361, mean=0.537453, stdev=0.132214, best fit=0.670500, best_overall=0.670500, mean_diversity=0.299641,
indivs=565688, elapsed_secs=378, mean=0.539094, stdev=0.041642, best fit=0.670500, best_overall=0.670500, mean_diversity=0.089326,
indivs=575786, elapsed_secs=395, mean=0.573438, stdev=0.089500, best fit=0.670500, best_overall=0.670500, mean_diversity=0.202005,
indivs=585884, elapsed_secs=411, mean=0.536362, stdev=0.071990, best fit=0.670600, best_overall=0.670600, mean_diversity=0.293189,
indivs=595982, elapsed_secs=424, mean=0.498236, stdev=0.069497, best fit=0.670600, best_overall=0.670600, mean_diversity=0.419723,
indivs=606080, elapsed_secs=433, mean=0.543421, stdev=0.114628, best fit=0.670600, best_overall=0.670600, mean_diversity=0.183946,
indivs=616178, elapsed_secs=444, mean=0.530775, stdev=0.113168, best fit=0.670600, best_overall=0.670600, mean_diversity=0.279414,
indivs=626276, elapsed_secs=454, mean=0.569389, stdev=0.101531, best fit=0.670600, best_overall=0.670600, mean_diversity=0.125161,
indivs=636374, elapsed_secs=464, mean=0.535406, stdev=0.069634, best fit=0.670600, best_overall=0.670600, mean_diversity=0.284071,
