Random seed = 1899928227
/p/work/rditljtd/automl_zero/baseline_full_qd.db3
evol_id:65931
SQLite Version: 3.45.1

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full_qd.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10214, elapsed_secs=6, mean=0.516607, stdev=0.017496, best fit=0.539000, best_overall=0.539000, mean_diversity=0.125887,
indivs=20292, elapsed_secs=15, mean=0.500511, stdev=0.005084, best fit=0.551100, best_overall=0.551100, mean_diversity=0.128263,
indivs=30309, elapsed_secs=18, mean=0.500481, stdev=0.005096, best fit=0.551100, best_overall=0.551100, mean_diversity=0.263760,
indivs=40372, elapsed_secs=23, mean=0.485511, stdev=0.085535, best fit=0.551100, best_overall=0.551100, mean_diversity=0.127778,
indivs=50428, elapsed_secs=44, mean=0.495179, stdev=0.050125, best fit=0.557600, best_overall=0.557600, mean_diversity=0.154532,
indivs=60445, elapsed_secs=49, mean=0.506264, stdev=0.058318, best fit=0.569200, best_overall=0.569200, mean_diversity=0.204491,
indivs=70543, elapsed_secs=75, mean=0.441182, stdev=0.073377, best fit=0.572600, best_overall=0.572600, mean_diversity=0.179485,
indivs=80585, elapsed_secs=82, mean=0.472951, stdev=0.061027, best fit=0.586700, best_overall=0.586700, mean_diversity=0.130050,
indivs=90661, elapsed_secs=89, mean=0.512694, stdev=0.057872, best fit=0.586700, best_overall=0.586700, mean_diversity=0.083922,
indivs=100676, elapsed_secs=137, mean=0.508568, stdev=0.060404, best fit=0.586700, best_overall=0.586700, mean_diversity=0.149195,
indivs=110761, elapsed_secs=198, mean=0.526009, stdev=0.065441, best fit=0.586700, best_overall=0.586700, mean_diversity=0.118641,
indivs=120823, elapsed_secs=213, mean=0.518309, stdev=0.023384, best fit=0.586700, best_overall=0.586700, mean_diversity=0.210185,
indivs=130878, elapsed_secs=238, mean=0.508763, stdev=0.056974, best fit=0.586700, best_overall=0.586700, mean_diversity=0.306596,
indivs=140919, elapsed_secs=279, mean=0.577664, stdev=0.151118, best fit=0.669100, best_overall=0.669100, mean_diversity=0.117642,
indivs=150926, elapsed_secs=289, mean=0.481691, stdev=0.099753, best fit=0.669100, best_overall=0.669100, mean_diversity=0.132040,
indivs=161055, elapsed_secs=378, mean=0.588584, stdev=0.118281, best fit=0.669100, best_overall=0.669100, mean_diversity=0.196402,
indivs=171093, elapsed_secs=415, mean=0.578485, stdev=0.084240, best fit=0.669100, best_overall=0.669100, mean_diversity=0.249000,
indivs=181098, elapsed_secs=423, mean=0.624231, stdev=0.075591, best fit=0.669900, best_overall=0.669900, mean_diversity=0.146989,
indivs=191130, elapsed_secs=457, mean=0.508849, stdev=0.140132, best fit=0.669900, best_overall=0.669900, mean_diversity=0.320000,
indivs=201189, elapsed_secs=509, mean=0.576887, stdev=0.071393, best fit=0.669900, best_overall=0.669900, mean_diversity=0.131530,
indivs=211215, elapsed_secs=521, mean=0.574872, stdev=0.099245, best fit=0.669900, best_overall=0.669900, mean_diversity=0.324917,
indivs=221322, elapsed_secs=588, mean=0.477151, stdev=0.151417, best fit=0.669900, best_overall=0.669900, mean_diversity=0.195565,
indivs=231375, elapsed_secs=642, mean=0.600773, stdev=0.103691, best fit=0.669900, best_overall=0.669900, mean_diversity=0.160399,
indivs=241443, elapsed_secs=694, mean=0.629396, stdev=0.092909, best fit=0.669900, best_overall=0.669900, mean_diversity=0.047011,
indivs=251466, elapsed_secs=700, mean=0.548707, stdev=0.154545, best fit=0.669900, best_overall=0.669900, mean_diversity=0.278305,
indivs=261550, elapsed_secs=709, mean=0.527046, stdev=0.104146, best fit=0.669900, best_overall=0.669900, mean_diversity=0.283099,
indivs=271604, elapsed_secs=723, mean=0.583150, stdev=0.110550, best fit=0.669900, best_overall=0.669900, mean_diversity=0.150422,
indivs=281642, elapsed_secs=773, mean=0.629135, stdev=0.073108, best fit=0.669900, best_overall=0.669900, mean_diversity=0.141890,
indivs=291703, elapsed_secs=781, mean=0.488517, stdev=0.110012, best fit=0.669900, best_overall=0.669900, mean_diversity=0.211034,
indivs=301851, elapsed_secs=841, mean=0.608798, stdev=0.114673, best fit=0.669900, best_overall=0.669900, mean_diversity=0.113796,
indivs=311980, elapsed_secs=860, mean=0.551687, stdev=0.232670, best fit=0.669900, best_overall=0.669900, mean_diversity=0.062710,
indivs=321998, elapsed_secs=876, mean=0.583644, stdev=0.133489, best fit=0.669900, best_overall=0.669900, mean_diversity=0.168426,
indivs=332044, elapsed_secs=887, mean=0.543490, stdev=0.073371, best fit=0.669900, best_overall=0.669900, mean_diversity=0.310762,
indivs=342147, elapsed_secs=897, mean=0.531396, stdev=0.067485, best fit=0.669900, best_overall=0.669900, mean_diversity=0.178582,
indivs=352178, elapsed_secs=907, mean=0.530807, stdev=0.083865, best fit=0.669900, best_overall=0.669900, mean_diversity=0.293480,
indivs=362240, elapsed_secs=972, mean=0.554842, stdev=0.103418, best fit=0.669900, best_overall=0.669900, mean_diversity=0.398807,
indivs=372345, elapsed_secs=979, mean=0.533928, stdev=0.103469, best fit=0.669900, best_overall=0.669900, mean_diversity=0.308750,
indivs=382501, elapsed_secs=984, mean=0.584093, stdev=0.125444, best fit=0.669900, best_overall=0.669900, mean_diversity=0.105011,
indivs=392529, elapsed_secs=991, mean=0.523716, stdev=0.094292, best fit=0.669900, best_overall=0.669900, mean_diversity=0.128341,
indivs=402566, elapsed_secs=1007, mean=0.539991, stdev=0.124893, best fit=0.669900, best_overall=0.669900, mean_diversity=0.373630,
indivs=412586, elapsed_secs=1018, mean=0.621425, stdev=0.076435, best fit=0.669900, best_overall=0.669900, mean_diversity=0.186806,
indivs=422598, elapsed_secs=1049, mean=0.535596, stdev=0.059242, best fit=0.669900, best_overall=0.669900, mean_diversity=0.284461,
indivs=432673, elapsed_secs=1069, mean=0.569761, stdev=0.184313, best fit=0.669900, best_overall=0.669900, mean_diversity=0.082567,
indivs=442755, elapsed_secs=1099, mean=0.533003, stdev=0.085609, best fit=0.669900, best_overall=0.669900, mean_diversity=0.279812,
indivs=452758, elapsed_secs=1108, mean=0.504083, stdev=0.029909, best fit=0.669900, best_overall=0.669900, mean_diversity=0.144365,
indivs=462777, elapsed_secs=1143, mean=0.607975, stdev=0.088813, best fit=0.670000, best_overall=0.670000, mean_diversity=0.108561,
indivs=472919, elapsed_secs=1174, mean=0.547241, stdev=0.109038, best fit=0.670000, best_overall=0.670000, mean_diversity=0.228202,
indivs=483034, elapsed_secs=1189, mean=0.595376, stdev=0.095689, best fit=0.670000, best_overall=0.670000, mean_diversity=0.145503,
indivs=493043, elapsed_secs=1205, mean=0.608677, stdev=0.106942, best fit=0.670000, best_overall=0.670000, mean_diversity=0.154346,
