Random seed = 1897745803
/p/work/rditljtd/automl_zero/baseline_full_qd.db3
evol_id:35455
SQLite Version: 3.45.1

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full_qd.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10245, elapsed_secs=68, mean=0.500554, stdev=0.005512, best fit=0.555400, best_overall=0.555400, mean_diversity=0.267241,
indivs=20286, elapsed_secs=73, mean=0.500887, stdev=0.051498, best fit=0.555400, best_overall=0.555400, mean_diversity=0.227665,
indivs=30384, elapsed_secs=124, mean=0.497728, stdev=0.028047, best fit=0.555400, best_overall=0.555400, mean_diversity=0.356404,
indivs=40479, elapsed_secs=140, mean=0.504150, stdev=0.015103, best fit=0.570300, best_overall=0.570300, mean_diversity=0.315620,
indivs=50497, elapsed_secs=146, mean=0.511007, stdev=0.018265, best fit=0.582400, best_overall=0.582400, mean_diversity=0.338210,
indivs=60513, elapsed_secs=207, mean=0.500687, stdev=0.008336, best fit=0.582500, best_overall=0.582500, mean_diversity=0.135735,
indivs=70538, elapsed_secs=217, mean=0.500852, stdev=0.008477, best fit=0.585200, best_overall=0.585200, mean_diversity=0.331356,
indivs=80613, elapsed_secs=244, mean=0.500076, stdev=0.010330, best fit=0.586800, best_overall=0.586800, mean_diversity=0.159780,
indivs=90617, elapsed_secs=263, mean=0.510627, stdev=0.029400, best fit=0.586800, best_overall=0.586800, mean_diversity=0.221473,
indivs=100677, elapsed_secs=267, mean=0.507648, stdev=0.021404, best fit=0.587700, best_overall=0.587700, mean_diversity=0.270118,
indivs=110729, elapsed_secs=270, mean=0.506943, stdev=0.020918, best fit=0.587700, best_overall=0.587700, mean_diversity=0.181091,
indivs=120760, elapsed_secs=279, mean=0.499256, stdev=0.009892, best fit=0.587700, best_overall=0.587700, mean_diversity=0.168730,
indivs=130828, elapsed_secs=297, mean=0.502215, stdev=0.010969, best fit=0.587700, best_overall=0.587700, mean_diversity=0.243693,
indivs=140837, elapsed_secs=359, mean=0.502473, stdev=0.013126, best fit=0.587700, best_overall=0.587700, mean_diversity=0.175051,
indivs=150933, elapsed_secs=367, mean=0.507429, stdev=0.019586, best fit=0.587700, best_overall=0.587700, mean_diversity=0.520518,
indivs=160938, elapsed_secs=371, mean=0.500877, stdev=0.008726, best fit=0.587700, best_overall=0.587700, mean_diversity=0.249582,
indivs=171017, elapsed_secs=378, mean=0.501962, stdev=0.010467, best fit=0.587700, best_overall=0.587700, mean_diversity=0.175204,
indivs=181064, elapsed_secs=398, mean=0.501691, stdev=0.016825, best fit=0.669100, best_overall=0.669100, mean_diversity=0.086241,
indivs=191129, elapsed_secs=448, mean=0.519875, stdev=0.050361, best fit=0.669500, best_overall=0.669500, mean_diversity=0.235371,
indivs=201148, elapsed_secs=466, mean=0.525151, stdev=0.096486, best fit=0.669600, best_overall=0.669600, mean_diversity=0.283705,
indivs=211249, elapsed_secs=544, mean=0.565810, stdev=0.151690, best fit=0.669600, best_overall=0.669600, mean_diversity=0.286937,
indivs=221364, elapsed_secs=577, mean=0.575971, stdev=0.138469, best fit=0.669600, best_overall=0.669600, mean_diversity=0.137098,
indivs=231396, elapsed_secs=592, mean=0.560390, stdev=0.090587, best fit=0.669700, best_overall=0.669700, mean_diversity=0.249091,
indivs=241473, elapsed_secs=623, mean=0.626229, stdev=0.108377, best fit=0.669700, best_overall=0.669700, mean_diversity=0.219777,
indivs=251536, elapsed_secs=659, mean=0.487697, stdev=0.073052, best fit=0.669700, best_overall=0.669700, mean_diversity=0.082973,
indivs=261539, elapsed_secs=699, mean=0.564230, stdev=0.159908, best fit=0.669700, best_overall=0.669700, mean_diversity=0.189606,
indivs=271578, elapsed_secs=716, mean=0.608136, stdev=0.115088, best fit=0.670100, best_overall=0.670100, mean_diversity=0.092113,
indivs=281583, elapsed_secs=740, mean=0.540871, stdev=0.072569, best fit=0.670300, best_overall=0.670300, mean_diversity=0.187386,
indivs=291667, elapsed_secs=758, mean=0.617817, stdev=0.095309, best fit=0.670300, best_overall=0.670300, mean_diversity=0.181809,
indivs=301811, elapsed_secs=790, mean=0.587935, stdev=0.100076, best fit=0.670400, best_overall=0.670400, mean_diversity=0.235026,
indivs=311942, elapsed_secs=808, mean=0.616830, stdev=0.071170, best fit=0.670400, best_overall=0.670400, mean_diversity=0.285533,
indivs=322029, elapsed_secs=830, mean=0.501704, stdev=0.016955, best fit=0.670400, best_overall=0.670400, mean_diversity=0.150207,
indivs=332132, elapsed_secs=878, mean=0.545242, stdev=0.095280, best fit=0.670400, best_overall=0.670400, mean_diversity=0.150156,
indivs=342224, elapsed_secs=909, mean=0.503296, stdev=0.020155, best fit=0.670400, best_overall=0.670400, mean_diversity=0.093836,
indivs=352274, elapsed_secs=986, mean=0.525055, stdev=0.086043, best fit=0.670400, best_overall=0.670400, mean_diversity=0.235916,
indivs=362414, elapsed_secs=999, mean=0.586599, stdev=0.100639, best fit=0.670400, best_overall=0.670400, mean_diversity=0.235273,
