Random seed = 1101729953
/p/work/rditljtd/automl_zero/baseline_qd.db3
evol_id:73951
SQLite Version: 3.45.1

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_qd.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10298, elapsed_secs=194, mean=0.473764, stdev=0.120659, best fit=0.571200, best_overall=0.571200, mean_diversity=0.165113,
indivs=20396, elapsed_secs=324, mean=0.500772, stdev=0.007681, best fit=0.577200, best_overall=0.577200, mean_diversity=0.059988,
indivs=30494, elapsed_secs=476, mean=0.500557, stdev=0.013314, best fit=0.577200, best_overall=0.577200, mean_diversity=0.234985,
indivs=40592, elapsed_secs=638, mean=0.484193, stdev=0.095544, best fit=0.577200, best_overall=0.577200, mean_diversity=0.135633,
indivs=50690, elapsed_secs=771, mean=0.500745, stdev=0.008510, best fit=0.584800, best_overall=0.584800, mean_diversity=0.134453,
indivs=60788, elapsed_secs=949, mean=0.472800, stdev=0.120682, best fit=0.584800, best_overall=0.584800, mean_diversity=0.231889,
indivs=70886, elapsed_secs=1114, mean=0.499221, stdev=0.013736, best fit=0.588200, best_overall=0.588200, mean_diversity=0.253631,
indivs=80984, elapsed_secs=1261, mean=0.492241, stdev=0.071286, best fit=0.588200, best_overall=0.588200, mean_diversity=0.288758,
indivs=91082, elapsed_secs=1423, mean=0.502324, stdev=0.017246, best fit=0.588200, best_overall=0.588200, mean_diversity=0.366940,
indivs=101180, elapsed_secs=1593, mean=0.507142, stdev=0.016088, best fit=0.588200, best_overall=0.588200, mean_diversity=0.329022,
indivs=111278, elapsed_secs=1777, mean=0.502060, stdev=0.011730, best fit=0.588200, best_overall=0.588200, mean_diversity=0.149000,
indivs=121376, elapsed_secs=1960, mean=0.500863, stdev=0.008779, best fit=0.588200, best_overall=0.588200, mean_diversity=0.121236,
indivs=131474, elapsed_secs=2134, mean=0.467484, stdev=0.109922, best fit=0.588200, best_overall=0.588200, mean_diversity=0.107591,
indivs=141572, elapsed_secs=2335, mean=0.576271, stdev=0.144540, best fit=0.669300, best_overall=0.669300, mean_diversity=0.064003,
indivs=151670, elapsed_secs=2590, mean=0.510765, stdev=0.043752, best fit=0.669400, best_overall=0.669400, mean_diversity=0.215067,
