Random seed = 1093442246
/p/work/rditljtd/automl_zero/baseline_qd.db3
evol_id:5364
SQLite Version: 3.45.1

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_qd.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10298, elapsed_secs=145, mean=0.502467, stdev=0.012351, best fit=0.582700, best_overall=0.582700, mean_diversity=0.296347,
indivs=20396, elapsed_secs=286, mean=0.502759, stdev=0.012805, best fit=0.585200, best_overall=0.585200, mean_diversity=0.279059,
indivs=30494, elapsed_secs=436, mean=0.502565, stdev=0.014070, best fit=0.590100, best_overall=0.590100, mean_diversity=0.267713,
indivs=40592, elapsed_secs=549, mean=0.495390, stdev=0.050649, best fit=0.590100, best_overall=0.590100, mean_diversity=0.128107,
indivs=50690, elapsed_secs=685, mean=0.505913, stdev=0.018007, best fit=0.590100, best_overall=0.590100, mean_diversity=0.362948,
indivs=60788, elapsed_secs=830, mean=0.501157, stdev=0.009514, best fit=0.590100, best_overall=0.590100, mean_diversity=0.149171,
indivs=70886, elapsed_secs=984, mean=0.500901, stdev=0.008965, best fit=0.590100, best_overall=0.590100, mean_diversity=0.153470,
indivs=80984, elapsed_secs=1127, mean=0.501686, stdev=0.009755, best fit=0.590100, best_overall=0.590100, mean_diversity=0.421116,
indivs=91082, elapsed_secs=1265, mean=0.505076, stdev=0.015801, best fit=0.590100, best_overall=0.590100, mean_diversity=0.304936,
indivs=101180, elapsed_secs=1416, mean=0.501837, stdev=0.012066, best fit=0.590100, best_overall=0.590100, mean_diversity=0.347429,
indivs=111278, elapsed_secs=1554, mean=0.488126, stdev=0.079235, best fit=0.590100, best_overall=0.590100, mean_diversity=0.111250,
indivs=121376, elapsed_secs=1691, mean=0.501073, stdev=0.008978, best fit=0.590100, best_overall=0.590100, mean_diversity=0.094474,
indivs=131474, elapsed_secs=1844, mean=0.501441, stdev=0.011370, best fit=0.590100, best_overall=0.590100, mean_diversity=0.254787,
indivs=141572, elapsed_secs=1980, mean=0.497197, stdev=0.051384, best fit=0.590100, best_overall=0.590100, mean_diversity=0.095451,
indivs=151670, elapsed_secs=2117, mean=0.503239, stdev=0.014308, best fit=0.590100, best_overall=0.590100, mean_diversity=0.344529,
indivs=161768, elapsed_secs=2247, mean=0.497680, stdev=0.037418, best fit=0.604100, best_overall=0.604100, mean_diversity=0.303279,
indivs=171866, elapsed_secs=2370, mean=0.503559, stdev=0.015601, best fit=0.604100, best_overall=0.604100, mean_diversity=0.227827,
indivs=181964, elapsed_secs=2520, mean=0.503901, stdev=0.014637, best fit=0.604100, best_overall=0.604100, mean_diversity=0.241567,
indivs=192062, elapsed_secs=2632, mean=0.501042, stdev=0.010374, best fit=0.604100, best_overall=0.604100, mean_diversity=0.194293,
indivs=202160, elapsed_secs=2756, mean=0.481041, stdev=0.098737, best fit=0.604100, best_overall=0.604100, mean_diversity=0.268140,
indivs=212258, elapsed_secs=2870, mean=0.501800, stdev=0.022558, best fit=0.604100, best_overall=0.604100, mean_diversity=0.152468,
indivs=222356, elapsed_secs=3011, mean=0.492736, stdev=0.021411, best fit=0.604100, best_overall=0.604100, mean_diversity=0.258839,
indivs=232454, elapsed_secs=3165, mean=0.501041, stdev=0.010358, best fit=0.604100, best_overall=0.604100, mean_diversity=0.154348,
indivs=242552, elapsed_secs=3307, mean=0.505257, stdev=0.017703, best fit=0.604100, best_overall=0.604100, mean_diversity=0.267900,
indivs=252650, elapsed_secs=3443, mean=0.497297, stdev=0.051417, best fit=0.604100, best_overall=0.604100, mean_diversity=0.177240,
indivs=262748, elapsed_secs=3560, mean=0.504903, stdev=0.017357, best fit=0.604100, best_overall=0.604100, mean_diversity=0.159542,
indivs=272846, elapsed_secs=3664, mean=0.501041, stdev=0.010358, best fit=0.604100, best_overall=0.604100, mean_diversity=0.338958,
indivs=282944, elapsed_secs=3803, mean=0.501110, stdev=0.012803, best fit=0.604100, best_overall=0.604100, mean_diversity=0.120598,
indivs=293042, elapsed_secs=3917, mean=0.491041, stdev=0.070909, best fit=0.604100, best_overall=0.604100, mean_diversity=0.154647,
indivs=303140, elapsed_secs=4066, mean=0.501041, stdev=0.010358, best fit=0.604100, best_overall=0.604100, mean_diversity=0.115863,
indivs=313238, elapsed_secs=4202, mean=0.501630, stdev=0.011014, best fit=0.604100, best_overall=0.604100, mean_diversity=0.212453,
indivs=323336, elapsed_secs=4353, mean=0.501179, stdev=0.010435, best fit=0.604100, best_overall=0.604100, mean_diversity=0.232664,
indivs=333434, elapsed_secs=4533, mean=0.499656, stdev=0.018275, best fit=0.604100, best_overall=0.604100, mean_diversity=0.079331,
indivs=343532, elapsed_secs=4674, mean=0.501974, stdev=0.011663, best fit=0.604100, best_overall=0.604100, mean_diversity=0.267908,
indivs=353630, elapsed_secs=4836, mean=0.512280, stdev=0.033584, best fit=0.604100, best_overall=0.604100, mean_diversity=0.159408,
indivs=363728, elapsed_secs=4975, mean=0.501823, stdev=0.011648, best fit=0.604100, best_overall=0.604100, mean_diversity=0.173065,
indivs=373826, elapsed_secs=5148, mean=0.496041, stdev=0.050919, best fit=0.604100, best_overall=0.604100, mean_diversity=0.348371,
indivs=383924, elapsed_secs=5310, mean=0.501758, stdev=0.014162, best fit=0.604100, best_overall=0.604100, mean_diversity=0.211051,
indivs=394022, elapsed_secs=5477, mean=0.504784, stdev=0.016573, best fit=0.604100, best_overall=0.604100, mean_diversity=0.314138,
indivs=404120, elapsed_secs=5598, mean=0.499198, stdev=0.053069, best fit=0.604100, best_overall=0.604100, mean_diversity=0.299887,
indivs=414218, elapsed_secs=5740, mean=0.503009, stdev=0.014539, best fit=0.604100, best_overall=0.604100, mean_diversity=0.128992,
indivs=424316, elapsed_secs=5858, mean=0.498542, stdev=0.052449, best fit=0.604100, best_overall=0.604100, mean_diversity=0.431435,
