Random seed = 688688932
/p/work/rditljtd/automl_zero/baseline_qd.db3
evol_id:51324
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_qd.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10298, elapsed_secs=176, mean=0.487408, stdev=0.087138, best fit=0.563000, best_overall=0.563000, mean_diversity=0.279541,
indivs=20396, elapsed_secs=350, mean=0.499971, stdev=0.008167, best fit=0.563500, best_overall=0.563500, mean_diversity=0.292209,
indivs=30494, elapsed_secs=483, mean=0.500866, stdev=0.007899, best fit=0.576500, best_overall=0.576500, mean_diversity=0.283333,
indivs=40592, elapsed_secs=656, mean=0.490204, stdev=0.071037, best fit=0.576500, best_overall=0.576500, mean_diversity=0.105127,
indivs=50690, elapsed_secs=799, mean=0.500902, stdev=0.009769, best fit=0.576500, best_overall=0.576500, mean_diversity=0.357527,
indivs=60788, elapsed_secs=964, mean=0.499273, stdev=0.011232, best fit=0.576500, best_overall=0.576500, mean_diversity=0.305460,
indivs=70886, elapsed_secs=1134, mean=0.494006, stdev=0.051080, best fit=0.576500, best_overall=0.576500, mean_diversity=0.269359,
indivs=80984, elapsed_secs=1309, mean=0.485979, stdev=0.087498, best fit=0.576500, best_overall=0.576500, mean_diversity=0.211579,
indivs=91082, elapsed_secs=1492, mean=0.481501, stdev=0.086152, best fit=0.576500, best_overall=0.576500, mean_diversity=0.224286,
indivs=101180, elapsed_secs=1663, mean=0.495560, stdev=0.050588, best fit=0.579800, best_overall=0.579800, mean_diversity=0.333241,
indivs=111278, elapsed_secs=1818, mean=0.500798, stdev=0.007940, best fit=0.579800, best_overall=0.579800, mean_diversity=0.235972,
indivs=121376, elapsed_secs=2007, mean=0.495367, stdev=0.051203, best fit=0.579800, best_overall=0.579800, mean_diversity=0.437068,
indivs=131474, elapsed_secs=2184, mean=0.501460, stdev=0.013054, best fit=0.579800, best_overall=0.579800, mean_diversity=0.228665,
indivs=141572, elapsed_secs=2331, mean=0.495191, stdev=0.051650, best fit=0.579800, best_overall=0.579800, mean_diversity=0.307460,
indivs=151670, elapsed_secs=2540, mean=0.500798, stdev=0.007940, best fit=0.579800, best_overall=0.579800, mean_diversity=0.063695,
indivs=161768, elapsed_secs=2677, mean=0.480528, stdev=0.098446, best fit=0.579800, best_overall=0.579800, mean_diversity=0.108495,
indivs=171866, elapsed_secs=2857, mean=0.499543, stdev=0.013431, best fit=0.579800, best_overall=0.579800, mean_diversity=0.234071,
indivs=181964, elapsed_secs=3010, mean=0.500234, stdev=0.009701, best fit=0.579800, best_overall=0.579800, mean_diversity=0.081585,
indivs=192062, elapsed_secs=3172, mean=0.500762, stdev=0.008336, best fit=0.579800, best_overall=0.579800, mean_diversity=0.350328,
indivs=202160, elapsed_secs=3339, mean=0.495588, stdev=0.050462, best fit=0.579800, best_overall=0.579800, mean_diversity=0.112407,
