Random seed = 689552230
/p/work/rditljtd/automl_zero/baseline.db3
evol_id:71893
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10298, elapsed_secs=75, mean=0.502208, stdev=0.018928, best fit=0.574400, best_overall=0.574400, mean_diversity=0.217674,
indivs=20396, elapsed_secs=241, mean=0.530716, stdev=0.070609, best fit=0.574400, best_overall=0.574400, mean_diversity=0.380647,
indivs=30494, elapsed_secs=470, mean=0.604497, stdev=0.142541, best fit=0.669100, best_overall=0.669100, mean_diversity=0.289004,
indivs=40592, elapsed_secs=674, mean=0.623447, stdev=0.110869, best fit=0.669200, best_overall=0.669200, mean_diversity=0.240173,
indivs=50690, elapsed_secs=876, mean=0.642518, stdev=0.085717, best fit=0.669200, best_overall=0.669200, mean_diversity=0.236442,
indivs=60788, elapsed_secs=1123, mean=0.596848, stdev=0.164364, best fit=0.669200, best_overall=0.669200, mean_diversity=0.217093,
indivs=70886, elapsed_secs=1387, mean=0.640302, stdev=0.085844, best fit=0.669400, best_overall=0.669400, mean_diversity=0.184108,
indivs=80984, elapsed_secs=1643, mean=0.592205, stdev=0.175022, best fit=0.670500, best_overall=0.670500, mean_diversity=0.306667,
indivs=91082, elapsed_secs=1884, mean=0.603251, stdev=0.142293, best fit=0.671000, best_overall=0.671000, mean_diversity=0.244229,
indivs=101180, elapsed_secs=2156, mean=0.626054, stdev=0.094092, best fit=0.671500, best_overall=0.671500, mean_diversity=0.143994,
indivs=111278, elapsed_secs=2461, mean=0.620060, stdev=0.096398, best fit=0.673200, best_overall=0.673200, mean_diversity=0.156179,
indivs=121376, elapsed_secs=2739, mean=0.608901, stdev=0.141098, best fit=0.673200, best_overall=0.673200, mean_diversity=0.196241,
indivs=131474, elapsed_secs=2979, mean=0.614117, stdev=0.127904, best fit=0.673200, best_overall=0.673200, mean_diversity=0.162376,
indivs=141572, elapsed_secs=3213, mean=0.628658, stdev=0.093898, best fit=0.673200, best_overall=0.673200, mean_diversity=0.138289,
indivs=151670, elapsed_secs=3479, mean=0.640405, stdev=0.063244, best fit=0.673200, best_overall=0.673200, mean_diversity=0.141308,
indivs=161768, elapsed_secs=3795, mean=0.595285, stdev=0.183875, best fit=0.673200, best_overall=0.673200, mean_diversity=0.103106,
indivs=171866, elapsed_secs=4083, mean=0.623302, stdev=0.088632, best fit=0.673200, best_overall=0.673200, mean_diversity=0.371914,
indivs=181964, elapsed_secs=4372, mean=0.628687, stdev=0.109120, best fit=0.673500, best_overall=0.673500, mean_diversity=0.134349,
indivs=192062, elapsed_secs=4686, mean=0.626986, stdev=0.072797, best fit=0.673500, best_overall=0.673500, mean_diversity=0.262674,
indivs=202160, elapsed_secs=4990, mean=0.605895, stdev=0.153123, best fit=0.673500, best_overall=0.673500, mean_diversity=0.204722,
indivs=212258, elapsed_secs=5367, mean=0.619607, stdev=0.110970, best fit=0.673500, best_overall=0.673500, mean_diversity=0.226184,
indivs=222356, elapsed_secs=5618, mean=0.627645, stdev=0.109533, best fit=0.673500, best_overall=0.673500, mean_diversity=0.141768,
indivs=232454, elapsed_secs=5760, mean=0.648357, stdev=0.055095, best fit=0.673500, best_overall=0.673500, mean_diversity=0.311235,
indivs=242552, elapsed_secs=6032, mean=0.605410, stdev=0.141103, best fit=0.673500, best_overall=0.673500, mean_diversity=0.222026,
indivs=252650, elapsed_secs=6217, mean=0.634964, stdev=0.067736, best fit=0.673500, best_overall=0.673500, mean_diversity=0.153696,
indivs=262748, elapsed_secs=6625, mean=0.605120, stdev=0.155974, best fit=0.673500, best_overall=0.673500, mean_diversity=0.310615,
indivs=272846, elapsed_secs=7070, mean=0.624157, stdev=0.110533, best fit=0.673500, best_overall=0.673500, mean_diversity=0.263066,
indivs=282944, elapsed_secs=7424, mean=0.632193, stdev=0.090888, best fit=0.673500, best_overall=0.673500, mean_diversity=0.136473,
indivs=293042, elapsed_secs=7659, mean=0.601507, stdev=0.153981, best fit=0.673500, best_overall=0.673500, mean_diversity=0.293348,
indivs=303140, elapsed_secs=7870, mean=0.627768, stdev=0.091625, best fit=0.673500, best_overall=0.673500, mean_diversity=0.238506,
indivs=313238, elapsed_secs=8138, mean=0.627273, stdev=0.093130, best fit=0.673500, best_overall=0.673500, mean_diversity=0.266289,
indivs=323336, elapsed_secs=8373, mean=0.630661, stdev=0.070110, best fit=0.673500, best_overall=0.673500, mean_diversity=0.142910,
indivs=333434, elapsed_secs=8678, mean=0.620396, stdev=0.111331, best fit=0.673500, best_overall=0.673500, mean_diversity=0.153557,
indivs=343532, elapsed_secs=9044, mean=0.613338, stdev=0.116569, best fit=0.673500, best_overall=0.673500, mean_diversity=0.180751,
indivs=353630, elapsed_secs=9289, mean=0.625952, stdev=0.094119, best fit=0.673500, best_overall=0.673500, mean_diversity=0.134837,
indivs=363728, elapsed_secs=9457, mean=0.625094, stdev=0.100646, best fit=0.673500, best_overall=0.673500, mean_diversity=0.249927,
indivs=373826, elapsed_secs=9697, mean=0.604465, stdev=0.153005, best fit=0.673500, best_overall=0.673500, mean_diversity=0.164042,
indivs=383924, elapsed_secs=10109, mean=0.630300, stdev=0.121796, best fit=0.673500, best_overall=0.673500, mean_diversity=0.213797,
