Random seed = 696289558
/p/work/rditljtd/automl_zero/baseline_qd.db3
evol_id:88167
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_qd.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10298, elapsed_secs=173, mean=0.500739, stdev=0.007353, best fit=0.573900, best_overall=0.573900, mean_diversity=0.193211,
indivs=20396, elapsed_secs=349, mean=0.551732, stdev=0.077453, best fit=0.669000, best_overall=0.669000, mean_diversity=0.323664,
indivs=30494, elapsed_secs=551, mean=0.554672, stdev=0.097146, best fit=0.669200, best_overall=0.669200, mean_diversity=0.160818,
indivs=40592, elapsed_secs=761, mean=0.578900, stdev=0.118207, best fit=0.669200, best_overall=0.669200, mean_diversity=0.213043,
indivs=50690, elapsed_secs=979, mean=0.574783, stdev=0.101712, best fit=0.669300, best_overall=0.669300, mean_diversity=0.298943,
indivs=60788, elapsed_secs=1216, mean=0.622821, stdev=0.095556, best fit=0.669300, best_overall=0.669300, mean_diversity=0.288646,
indivs=70886, elapsed_secs=1464, mean=0.513804, stdev=0.073844, best fit=0.669300, best_overall=0.669300, mean_diversity=0.221973,
indivs=80984, elapsed_secs=1690, mean=0.516996, stdev=0.050647, best fit=0.669300, best_overall=0.669300, mean_diversity=0.110492,
indivs=91082, elapsed_secs=1918, mean=0.503760, stdev=0.085626, best fit=0.669300, best_overall=0.669300, mean_diversity=0.100240,
indivs=101180, elapsed_secs=2145, mean=0.560467, stdev=0.081321, best fit=0.669300, best_overall=0.669300, mean_diversity=0.166593,
indivs=111278, elapsed_secs=2375, mean=0.545741, stdev=0.094404, best fit=0.669300, best_overall=0.669300, mean_diversity=0.373235,
indivs=121376, elapsed_secs=2597, mean=0.509084, stdev=0.113955, best fit=0.669300, best_overall=0.669300, mean_diversity=0.161954,
indivs=131474, elapsed_secs=2840, mean=0.571045, stdev=0.083272, best fit=0.669300, best_overall=0.669300, mean_diversity=0.291433,
indivs=141572, elapsed_secs=3073, mean=0.488489, stdev=0.089105, best fit=0.669300, best_overall=0.669300, mean_diversity=0.296734,
indivs=151670, elapsed_secs=3299, mean=0.503316, stdev=0.025119, best fit=0.669300, best_overall=0.669300, mean_diversity=0.203525,
indivs=161768, elapsed_secs=3525, mean=0.495649, stdev=0.096183, best fit=0.669300, best_overall=0.669300, mean_diversity=0.097003,
indivs=171866, elapsed_secs=3745, mean=0.596616, stdev=0.103057, best fit=0.669300, best_overall=0.669300, mean_diversity=0.414070,
indivs=181964, elapsed_secs=3982, mean=0.579534, stdev=0.090861, best fit=0.669300, best_overall=0.669300, mean_diversity=0.245166,
indivs=192062, elapsed_secs=4213, mean=0.605060, stdev=0.081483, best fit=0.669300, best_overall=0.669300, mean_diversity=0.144018,
indivs=202160, elapsed_secs=4448, mean=0.531217, stdev=0.064846, best fit=0.669300, best_overall=0.669300, mean_diversity=0.335625,
indivs=212258, elapsed_secs=4662, mean=0.518882, stdev=0.053373, best fit=0.669300, best_overall=0.669300, mean_diversity=0.182609,
indivs=222356, elapsed_secs=4862, mean=0.569417, stdev=0.101145, best fit=0.669300, best_overall=0.669300, mean_diversity=0.452048,
indivs=232454, elapsed_secs=5069, mean=0.549467, stdev=0.113469, best fit=0.669300, best_overall=0.669300, mean_diversity=0.249280,
indivs=242552, elapsed_secs=5308, mean=0.557822, stdev=0.079779, best fit=0.669300, best_overall=0.669300, mean_diversity=0.209255,
indivs=252650, elapsed_secs=5521, mean=0.521969, stdev=0.056785, best fit=0.669300, best_overall=0.669300, mean_diversity=0.331171,
indivs=262748, elapsed_secs=5713, mean=0.623347, stdev=0.074990, best fit=0.669300, best_overall=0.669300, mean_diversity=0.106490,
indivs=272846, elapsed_secs=5910, mean=0.501979, stdev=0.117077, best fit=0.669300, best_overall=0.669300, mean_diversity=0.208744,
indivs=282944, elapsed_secs=6116, mean=0.581152, stdev=0.116832, best fit=0.669300, best_overall=0.669300, mean_diversity=0.249971,
