Random seed = 3869960930
/p/work/rditljtd/automl_zero/baseline_full.db3
evol_id:80762
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10298, elapsed_secs=24, mean=0.538941, stdev=0.028325, best fit=0.557600, best_overall=0.557600, mean_diversity=0.233008,
indivs=20396, elapsed_secs=38, mean=0.543547, stdev=0.059735, best fit=0.563700, best_overall=0.563700, mean_diversity=0.126443,
indivs=30494, elapsed_secs=48, mean=0.521372, stdev=0.059731, best fit=0.586500, best_overall=0.586500, mean_diversity=0.193704,
indivs=40592, elapsed_secs=81, mean=0.506440, stdev=0.107242, best fit=0.586500, best_overall=0.586500, mean_diversity=0.188030,
indivs=50690, elapsed_secs=106, mean=0.648296, stdev=0.055725, best fit=0.668900, best_overall=0.668900, mean_diversity=0.221750,
indivs=60788, elapsed_secs=114, mean=0.610527, stdev=0.051863, best fit=0.669100, best_overall=0.669100, mean_diversity=0.154807,
indivs=70886, elapsed_secs=123, mean=0.594336, stdev=0.084130, best fit=0.669200, best_overall=0.669200, mean_diversity=0.131294,
indivs=80984, elapsed_secs=133, mean=0.640662, stdev=0.059794, best fit=0.669200, best_overall=0.669200, mean_diversity=0.136354,
indivs=91082, elapsed_secs=140, mean=0.623494, stdev=0.064482, best fit=0.669200, best_overall=0.669200, mean_diversity=0.113320,
indivs=101180, elapsed_secs=149, mean=0.600971, stdev=0.053902, best fit=0.669200, best_overall=0.669200, mean_diversity=0.217074,
indivs=111278, elapsed_secs=158, mean=0.619579, stdev=0.126489, best fit=0.669200, best_overall=0.669200, mean_diversity=0.349871,
indivs=121376, elapsed_secs=166, mean=0.605652, stdev=0.091196, best fit=0.669500, best_overall=0.669500, mean_diversity=0.179055,
indivs=131474, elapsed_secs=195, mean=0.591830, stdev=0.085115, best fit=0.670600, best_overall=0.670600, mean_diversity=0.105232,
indivs=141572, elapsed_secs=223, mean=0.607795, stdev=0.071296, best fit=0.670900, best_overall=0.670900, mean_diversity=0.153522,
indivs=151670, elapsed_secs=242, mean=0.596018, stdev=0.113886, best fit=0.670900, best_overall=0.670900, mean_diversity=0.166312,
indivs=161768, elapsed_secs=265, mean=0.583923, stdev=0.108038, best fit=0.670900, best_overall=0.670900, mean_diversity=0.278421,
indivs=171866, elapsed_secs=296, mean=0.602462, stdev=0.095114, best fit=0.670900, best_overall=0.670900, mean_diversity=0.164855,
indivs=181964, elapsed_secs=327, mean=0.598965, stdev=0.065641, best fit=0.670900, best_overall=0.670900, mean_diversity=0.158883,
indivs=192062, elapsed_secs=346, mean=0.612658, stdev=0.061181, best fit=0.670900, best_overall=0.670900, mean_diversity=0.197923,
indivs=202160, elapsed_secs=369, mean=0.604450, stdev=0.053376, best fit=0.671500, best_overall=0.671500, mean_diversity=0.273684,
indivs=212258, elapsed_secs=391, mean=0.612117, stdev=0.095840, best fit=0.671500, best_overall=0.671500, mean_diversity=0.166067,
indivs=222356, elapsed_secs=413, mean=0.623363, stdev=0.075026, best fit=0.671500, best_overall=0.671500, mean_diversity=0.148877,
indivs=232454, elapsed_secs=432, mean=0.597488, stdev=0.133900, best fit=0.671500, best_overall=0.671500, mean_diversity=0.206066,
indivs=242552, elapsed_secs=447, mean=0.620751, stdev=0.072994, best fit=0.671500, best_overall=0.671500, mean_diversity=0.171163,
indivs=252650, elapsed_secs=469, mean=0.628200, stdev=0.067565, best fit=0.671500, best_overall=0.671500, mean_diversity=0.171879,
indivs=262748, elapsed_secs=488, mean=0.633515, stdev=0.069028, best fit=0.671500, best_overall=0.671500, mean_diversity=0.158280,
indivs=272846, elapsed_secs=513, mean=0.600494, stdev=0.053941, best fit=0.671500, best_overall=0.671500, mean_diversity=0.185538,
indivs=282944, elapsed_secs=536, mean=0.630667, stdev=0.072173, best fit=0.671500, best_overall=0.671500, mean_diversity=0.126505,
indivs=293042, elapsed_secs=574, mean=0.600251, stdev=0.080922, best fit=0.671500, best_overall=0.671500, mean_diversity=0.173172,
indivs=303140, elapsed_secs=605, mean=0.600773, stdev=0.084408, best fit=0.671500, best_overall=0.671500, mean_diversity=0.149829,
indivs=313238, elapsed_secs=630, mean=0.593729, stdev=0.098976, best fit=0.671900, best_overall=0.671900, mean_diversity=0.059838,
indivs=323336, elapsed_secs=662, mean=0.621615, stdev=0.062063, best fit=0.673100, best_overall=0.673100, mean_diversity=0.176667,
indivs=333434, elapsed_secs=688, mean=0.621129, stdev=0.125869, best fit=0.673100, best_overall=0.673100, mean_diversity=0.119647,
indivs=343532, elapsed_secs=718, mean=0.595071, stdev=0.121192, best fit=0.673100, best_overall=0.673100, mean_diversity=0.234792,
indivs=353630, elapsed_secs=755, mean=0.600291, stdev=0.087174, best fit=0.673100, best_overall=0.673100, mean_diversity=0.097996,
indivs=363728, elapsed_secs=782, mean=0.604500, stdev=0.084263, best fit=0.673100, best_overall=0.673100, mean_diversity=0.281220,
indivs=373826, elapsed_secs=814, mean=0.613019, stdev=0.053980, best fit=0.673100, best_overall=0.673100, mean_diversity=0.184892,
indivs=383924, elapsed_secs=821, mean=0.639422, stdev=0.064998, best fit=0.673100, best_overall=0.673100, mean_diversity=0.160000,
indivs=394022, elapsed_secs=830, mean=0.602346, stdev=0.063128, best fit=0.673100, best_overall=0.673100, mean_diversity=0.198547,
indivs=404120, elapsed_secs=844, mean=0.613810, stdev=0.052965, best fit=0.673100, best_overall=0.673100, mean_diversity=0.226525,
indivs=414218, elapsed_secs=867, mean=0.602885, stdev=0.052757, best fit=0.673100, best_overall=0.673100, mean_diversity=0.104825,
indivs=424316, elapsed_secs=889, mean=0.595114, stdev=0.078782, best fit=0.673100, best_overall=0.673100, mean_diversity=0.229762,
indivs=434414, elapsed_secs=898, mean=0.597078, stdev=0.057857, best fit=0.673100, best_overall=0.673100, mean_diversity=0.145329,
indivs=444512, elapsed_secs=912, mean=0.624340, stdev=0.092510, best fit=0.673100, best_overall=0.673100, mean_diversity=0.072707,
indivs=454610, elapsed_secs=939, mean=0.634621, stdev=0.087282, best fit=0.673300, best_overall=0.673300, mean_diversity=0.112738,
indivs=464708, elapsed_secs=970, mean=0.589506, stdev=0.142309, best fit=0.673600, best_overall=0.673600, mean_diversity=0.199055,
indivs=474806, elapsed_secs=1005, mean=0.584796, stdev=0.102533, best fit=0.673600, best_overall=0.673600, mean_diversity=0.121000,
indivs=484904, elapsed_secs=1033, mean=0.594355, stdev=0.122772, best fit=0.673600, best_overall=0.673600, mean_diversity=0.194211,
indivs=495002, elapsed_secs=1069, mean=0.616314, stdev=0.115738, best fit=0.673600, best_overall=0.673600, mean_diversity=0.199113,
indivs=505100, elapsed_secs=1108, mean=0.612341, stdev=0.095046, best fit=0.673600, best_overall=0.673600, mean_diversity=0.110975,
indivs=515198, elapsed_secs=1138, mean=0.593994, stdev=0.099764, best fit=0.673600, best_overall=0.673600, mean_diversity=0.208129,
indivs=525296, elapsed_secs=1174, mean=0.628646, stdev=0.094489, best fit=0.673600, best_overall=0.673600, mean_diversity=0.104302,
indivs=535394, elapsed_secs=1209, mean=0.578886, stdev=0.130112, best fit=0.673600, best_overall=0.673600, mean_diversity=0.255880,
indivs=545492, elapsed_secs=1241, mean=0.571465, stdev=0.118810, best fit=0.673600, best_overall=0.673600, mean_diversity=0.183060,
indivs=555590, elapsed_secs=1275, mean=0.596659, stdev=0.105917, best fit=0.673600, best_overall=0.673600, mean_diversity=0.111263,
indivs=565688, elapsed_secs=1306, mean=0.602906, stdev=0.084658, best fit=0.673600, best_overall=0.673600, mean_diversity=0.107471,
indivs=575786, elapsed_secs=1337, mean=0.624782, stdev=0.097514, best fit=0.673600, best_overall=0.673600, mean_diversity=0.192775,
indivs=585884, elapsed_secs=1378, mean=0.580140, stdev=0.130465, best fit=0.673600, best_overall=0.673600, mean_diversity=0.181809,
indivs=595982, elapsed_secs=1415, mean=0.580767, stdev=0.129159, best fit=0.673600, best_overall=0.673600, mean_diversity=0.161850,
indivs=606080, elapsed_secs=1447, mean=0.610093, stdev=0.097803, best fit=0.673600, best_overall=0.673600, mean_diversity=0.111570,
indivs=616178, elapsed_secs=1477, mean=0.586816, stdev=0.155904, best fit=0.673600, best_overall=0.673600, mean_diversity=0.286393,
indivs=626276, elapsed_secs=1504, mean=0.611385, stdev=0.089264, best fit=0.673600, best_overall=0.673600, mean_diversity=0.175123,
indivs=636374, elapsed_secs=1535, mean=0.590634, stdev=0.115339, best fit=0.673600, best_overall=0.673600, mean_diversity=0.197857,
indivs=646472, elapsed_secs=1578, mean=0.610394, stdev=0.131802, best fit=0.673900, best_overall=0.673900, mean_diversity=0.184632,
