Random seed = 692478015
/p/work/rditljtd/automl_zero/baseline_full_qd.db3
evol_id:65539
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full_qd.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10309, elapsed_secs=16, mean=0.518740, stdev=0.028422, best fit=0.557600, best_overall=0.557600, mean_diversity=0.260556,
indivs=20385, elapsed_secs=21, mean=0.496559, stdev=0.054401, best fit=0.569200, best_overall=0.569200, mean_diversity=0.160087,
indivs=30508, elapsed_secs=26, mean=0.502413, stdev=0.075698, best fit=0.573800, best_overall=0.573800, mean_diversity=0.331480,
indivs=40546, elapsed_secs=32, mean=0.497578, stdev=0.030849, best fit=0.573800, best_overall=0.573800, mean_diversity=0.320210,
indivs=50572, elapsed_secs=38, mean=0.500734, stdev=0.007343, best fit=0.573800, best_overall=0.573800, mean_diversity=0.131535,
indivs=60663, elapsed_secs=43, mean=0.504388, stdev=0.057717, best fit=0.669000, best_overall=0.669000, mean_diversity=0.387314,
indivs=70786, elapsed_secs=48, mean=0.589013, stdev=0.088382, best fit=0.669000, best_overall=0.669000, mean_diversity=0.266558,
indivs=80812, elapsed_secs=52, mean=0.553643, stdev=0.078998, best fit=0.669000, best_overall=0.669000, mean_diversity=0.173466,
indivs=90825, elapsed_secs=58, mean=0.500819, stdev=0.017640, best fit=0.669000, best_overall=0.669000, mean_diversity=0.250816,
indivs=100871, elapsed_secs=63, mean=0.582999, stdev=0.087005, best fit=0.669000, best_overall=0.669000, mean_diversity=0.290702,
indivs=110956, elapsed_secs=68, mean=0.544564, stdev=0.088695, best fit=0.669000, best_overall=0.669000, mean_diversity=0.323634,
indivs=121063, elapsed_secs=71, mean=0.618999, stdev=0.076373, best fit=0.669200, best_overall=0.669200, mean_diversity=0.168362,
indivs=131145, elapsed_secs=75, mean=0.509190, stdev=0.042987, best fit=0.669200, best_overall=0.669200, mean_diversity=0.176759,
indivs=141223, elapsed_secs=79, mean=0.501478, stdev=0.016991, best fit=0.669200, best_overall=0.669200, mean_diversity=0.267634,
indivs=151364, elapsed_secs=82, mean=0.575904, stdev=0.086017, best fit=0.669200, best_overall=0.669200, mean_diversity=0.205423,
indivs=161371, elapsed_secs=85, mean=0.531956, stdev=0.066374, best fit=0.669200, best_overall=0.669200, mean_diversity=0.270298,
indivs=171436, elapsed_secs=88, mean=0.543786, stdev=0.063844, best fit=0.669200, best_overall=0.669200, mean_diversity=0.109163,
indivs=181443, elapsed_secs=92, mean=0.567649, stdev=0.072760, best fit=0.669200, best_overall=0.669200, mean_diversity=0.237346,
indivs=191514, elapsed_secs=96, mean=0.512976, stdev=0.039886, best fit=0.669200, best_overall=0.669200, mean_diversity=0.150249,
indivs=201525, elapsed_secs=99, mean=0.552072, stdev=0.062012, best fit=0.670600, best_overall=0.670600, mean_diversity=0.293200,
indivs=211580, elapsed_secs=101, mean=0.528946, stdev=0.052911, best fit=0.670600, best_overall=0.670600, mean_diversity=0.167710,
indivs=221651, elapsed_secs=106, mean=0.588815, stdev=0.085076, best fit=0.670600, best_overall=0.670600, mean_diversity=0.162676,
indivs=231694, elapsed_secs=109, mean=0.604053, stdev=0.130080, best fit=0.670600, best_overall=0.670600, mean_diversity=0.125987,
indivs=241806, elapsed_secs=113, mean=0.555302, stdev=0.079928, best fit=0.670600, best_overall=0.670600, mean_diversity=0.106701,
indivs=251867, elapsed_secs=116, mean=0.571083, stdev=0.083499, best fit=0.670600, best_overall=0.670600, mean_diversity=0.169923,
indivs=261952, elapsed_secs=118, mean=0.543414, stdev=0.074598, best fit=0.670600, best_overall=0.670600, mean_diversity=0.208715,
indivs=271986, elapsed_secs=120, mean=0.571492, stdev=0.064271, best fit=0.670600, best_overall=0.670600, mean_diversity=0.113269,
