Random seed = 690049212
/p/work/rditljtd/automl_zero/baseline_full_qd.db3
evol_id:5320
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full_qd.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10278, elapsed_secs=6, mean=0.500485, stdev=0.010471, best fit=0.576600, best_overall=0.576600, mean_diversity=0.140379,
indivs=20336, elapsed_secs=8, mean=0.500766, stdev=0.007622, best fit=0.576600, best_overall=0.576600, mean_diversity=0.110033,
indivs=30436, elapsed_secs=11, mean=0.501892, stdev=0.008471, best fit=0.576600, best_overall=0.576600, mean_diversity=0.085967,
indivs=40482, elapsed_secs=14, mean=0.500207, stdev=0.009198, best fit=0.576600, best_overall=0.576600, mean_diversity=0.196158,
indivs=50509, elapsed_secs=18, mean=0.499949, stdev=0.009209, best fit=0.576600, best_overall=0.576600, mean_diversity=0.168298,
indivs=60593, elapsed_secs=21, mean=0.505762, stdev=0.013563, best fit=0.576600, best_overall=0.576600, mean_diversity=0.250265,
indivs=70594, elapsed_secs=23, mean=0.502258, stdev=0.010121, best fit=0.576600, best_overall=0.576600, mean_diversity=0.206390,
indivs=80624, elapsed_secs=26, mean=0.500791, stdev=0.007628, best fit=0.576600, best_overall=0.576600, mean_diversity=0.340806,
indivs=90722, elapsed_secs=28, mean=0.499754, stdev=0.010480, best fit=0.576600, best_overall=0.576600, mean_diversity=0.190764,
indivs=100819, elapsed_secs=31, mean=0.494900, stdev=0.050545, best fit=0.576600, best_overall=0.576600, mean_diversity=0.336368,
indivs=110854, elapsed_secs=33, mean=0.498418, stdev=0.010564, best fit=0.576600, best_overall=0.576600, mean_diversity=0.234083,
indivs=120916, elapsed_secs=36, mean=0.500730, stdev=0.007629, best fit=0.576600, best_overall=0.576600, mean_diversity=0.161505,
indivs=130955, elapsed_secs=38, mean=0.499838, stdev=0.009031, best fit=0.576600, best_overall=0.576600, mean_diversity=0.251681,
indivs=140980, elapsed_secs=40, mean=0.495902, stdev=0.010184, best fit=0.576600, best_overall=0.576600, mean_diversity=0.082108,
indivs=151112, elapsed_secs=42, mean=0.525517, stdev=0.029962, best fit=0.576600, best_overall=0.576600, mean_diversity=0.096654,
indivs=161122, elapsed_secs=46, mean=0.489334, stdev=0.089781, best fit=0.629100, best_overall=0.629100, mean_diversity=0.146784,
indivs=171264, elapsed_secs=54, mean=0.579278, stdev=0.075402, best fit=0.648800, best_overall=0.648800, mean_diversity=0.225492,
indivs=181406, elapsed_secs=59, mean=0.591530, stdev=0.102384, best fit=0.669000, best_overall=0.669000, mean_diversity=0.067458,
indivs=191419, elapsed_secs=69, mean=0.523291, stdev=0.084428, best fit=0.686200, best_overall=0.686200, mean_diversity=0.429153,
indivs=201520, elapsed_secs=83, mean=0.552566, stdev=0.152502, best fit=0.686700, best_overall=0.686700, mean_diversity=0.122915,
indivs=211587, elapsed_secs=93, mean=0.507505, stdev=0.033880, best fit=0.686700, best_overall=0.686700, mean_diversity=0.109549,
indivs=221662, elapsed_secs=103, mean=0.572308, stdev=0.107710, best fit=0.686700, best_overall=0.686700, mean_diversity=0.174220,
indivs=231718, elapsed_secs=114, mean=0.508551, stdev=0.069863, best fit=0.686700, best_overall=0.686700, mean_diversity=0.233921,
indivs=241740, elapsed_secs=126, mean=0.556601, stdev=0.146918, best fit=0.686700, best_overall=0.686700, mean_diversity=0.066697,
indivs=251851, elapsed_secs=139, mean=0.510141, stdev=0.111432, best fit=0.686700, best_overall=0.686700, mean_diversity=0.165264,
indivs=261936, elapsed_secs=150, mean=0.587670, stdev=0.156296, best fit=0.686700, best_overall=0.686700, mean_diversity=0.036058,
indivs=271936, elapsed_secs=162, mean=0.496146, stdev=0.144349, best fit=0.686700, best_overall=0.686700, mean_diversity=0.180366,
indivs=282009, elapsed_secs=174, mean=0.511954, stdev=0.073723, best fit=0.686700, best_overall=0.686700, mean_diversity=0.166448,
indivs=292032, elapsed_secs=185, mean=0.501867, stdev=0.018576, best fit=0.686700, best_overall=0.686700, mean_diversity=0.054448,
indivs=302101, elapsed_secs=196, mean=0.502140, stdev=0.116282, best fit=0.686700, best_overall=0.686700, mean_diversity=0.371429,
indivs=312185, elapsed_secs=206, mean=0.504679, stdev=0.088753, best fit=0.686700, best_overall=0.686700, mean_diversity=0.227616,
indivs=322300, elapsed_secs=218, mean=0.539578, stdev=0.124956, best fit=0.686700, best_overall=0.686700, mean_diversity=0.121688,
indivs=332322, elapsed_secs=231, mean=0.530571, stdev=0.120659, best fit=0.686700, best_overall=0.686700, mean_diversity=0.404367,
indivs=342430, elapsed_secs=241, mean=0.578418, stdev=0.073891, best fit=0.686700, best_overall=0.686700, mean_diversity=0.220459,
indivs=352456, elapsed_secs=252, mean=0.533082, stdev=0.125642, best fit=0.686700, best_overall=0.686700, mean_diversity=0.381770,
indivs=362539, elapsed_secs=262, mean=0.467435, stdev=0.089084, best fit=0.686700, best_overall=0.686700, mean_diversity=0.094850,
indivs=372638, elapsed_secs=272, mean=0.541481, stdev=0.108982, best fit=0.686700, best_overall=0.686700, mean_diversity=0.285939,
indivs=382690, elapsed_secs=283, mean=0.591030, stdev=0.136611, best fit=0.686700, best_overall=0.686700, mean_diversity=0.121778,
indivs=392730, elapsed_secs=294, mean=0.552984, stdev=0.128482, best fit=0.686700, best_overall=0.686700, mean_diversity=0.055103,
indivs=402734, elapsed_secs=304, mean=0.517499, stdev=0.117424, best fit=0.686700, best_overall=0.686700, mean_diversity=0.465918,
indivs=412848, elapsed_secs=315, mean=0.525383, stdev=0.147359, best fit=0.686700, best_overall=0.686700, mean_diversity=0.372453,
indivs=422944, elapsed_secs=327, mean=0.571740, stdev=0.094392, best fit=0.686700, best_overall=0.686700, mean_diversity=0.210234,
indivs=433059, elapsed_secs=339, mean=0.588785, stdev=0.096347, best fit=0.687500, best_overall=0.687500, mean_diversity=0.229880,
indivs=443199, elapsed_secs=348, mean=0.523921, stdev=0.160419, best fit=0.687500, best_overall=0.687500, mean_diversity=0.214219,
indivs=453215, elapsed_secs=359, mean=0.505172, stdev=0.031770, best fit=0.687500, best_overall=0.687500, mean_diversity=0.287157,
indivs=463249, elapsed_secs=370, mean=0.497188, stdev=0.129412, best fit=0.687500, best_overall=0.687500, mean_diversity=0.227116,
indivs=473330, elapsed_secs=384, mean=0.546127, stdev=0.117246, best fit=0.687500, best_overall=0.687500, mean_diversity=0.327517,
indivs=483417, elapsed_secs=396, mean=0.552897, stdev=0.085232, best fit=0.687500, best_overall=0.687500, mean_diversity=0.374008,
indivs=493426, elapsed_secs=408, mean=0.502008, stdev=0.018690, best fit=0.687500, best_overall=0.687500, mean_diversity=0.174765,
indivs=503539, elapsed_secs=420, mean=0.548908, stdev=0.161957, best fit=0.687500, best_overall=0.687500, mean_diversity=0.164758,
indivs=513667, elapsed_secs=432, mean=0.571227, stdev=0.106269, best fit=0.687500, best_overall=0.687500, mean_diversity=0.221156,
indivs=523704, elapsed_secs=444, mean=0.584652, stdev=0.118564, best fit=0.687500, best_overall=0.687500, mean_diversity=0.247846,
indivs=533737, elapsed_secs=455, mean=0.504079, stdev=0.083590, best fit=0.687500, best_overall=0.687500, mean_diversity=0.282484,
indivs=543770, elapsed_secs=467, mean=0.515261, stdev=0.125995, best fit=0.687500, best_overall=0.687500, mean_diversity=0.204273,
indivs=553913, elapsed_secs=478, mean=0.585017, stdev=0.123205, best fit=0.687500, best_overall=0.687500, mean_diversity=0.160980,
indivs=563988, elapsed_secs=489, mean=0.497802, stdev=0.044159, best fit=0.687500, best_overall=0.687500, mean_diversity=0.078878,
indivs=574015, elapsed_secs=500, mean=0.564102, stdev=0.190174, best fit=0.687500, best_overall=0.687500, mean_diversity=0.204630,
indivs=584036, elapsed_secs=513, mean=0.527252, stdev=0.130474, best fit=0.687500, best_overall=0.687500, mean_diversity=0.505895,
indivs=594184, elapsed_secs=523, mean=0.585016, stdev=0.132788, best fit=0.687500, best_overall=0.687500, mean_diversity=0.307298,
indivs=604212, elapsed_secs=536, mean=0.458765, stdev=0.177342, best fit=0.687500, best_overall=0.687500, mean_diversity=0.374368,
indivs=614216, elapsed_secs=547, mean=0.512503, stdev=0.068561, best fit=0.687500, best_overall=0.687500, mean_diversity=0.223333,
indivs=624262, elapsed_secs=557, mean=0.547423, stdev=0.200795, best fit=0.687500, best_overall=0.687500, mean_diversity=0.204901,
indivs=634340, elapsed_secs=571, mean=0.506422, stdev=0.146595, best fit=0.687500, best_overall=0.687500, mean_diversity=0.394624,
indivs=644425, elapsed_secs=582, mean=0.515867, stdev=0.050923, best fit=0.687500, best_overall=0.687500, mean_diversity=0.187137,
indivs=654473, elapsed_secs=593, mean=0.598154, stdev=0.087186, best fit=0.687500, best_overall=0.687500, mean_diversity=0.233681,
indivs=664553, elapsed_secs=604, mean=0.559601, stdev=0.124835, best fit=0.687500, best_overall=0.687500, mean_diversity=0.259945,
indivs=674709, elapsed_secs=616, mean=0.598811, stdev=0.157038, best fit=0.687500, best_overall=0.687500, mean_diversity=0.228919,
indivs=684807, elapsed_secs=628, mean=0.515649, stdev=0.097292, best fit=0.687500, best_overall=0.687500, mean_diversity=0.374190,
indivs=694875, elapsed_secs=639, mean=0.591962, stdev=0.089828, best fit=0.687500, best_overall=0.687500, mean_diversity=0.239481,
indivs=705025, elapsed_secs=648, mean=0.559408, stdev=0.142937, best fit=0.687500, best_overall=0.687500, mean_diversity=0.216336,
indivs=715092, elapsed_secs=658, mean=0.534769, stdev=0.164580, best fit=0.687500, best_overall=0.687500, mean_diversity=0.287273,
indivs=725133, elapsed_secs=670, mean=0.559846, stdev=0.090743, best fit=0.687500, best_overall=0.687500, mean_diversity=0.302215,
indivs=735283, elapsed_secs=681, mean=0.536349, stdev=0.184088, best fit=0.687500, best_overall=0.687500, mean_diversity=0.191250,
indivs=745295, elapsed_secs=691, mean=0.496628, stdev=0.102060, best fit=0.687500, best_overall=0.687500, mean_diversity=0.179065,
indivs=755344, elapsed_secs=703, mean=0.579389, stdev=0.165778, best fit=0.687500, best_overall=0.687500, mean_diversity=0.059414,
indivs=765451, elapsed_secs=714, mean=0.557198, stdev=0.131106, best fit=0.687500, best_overall=0.687500, mean_diversity=0.298825,
indivs=775521, elapsed_secs=725, mean=0.542861, stdev=0.097934, best fit=0.687500, best_overall=0.687500, mean_diversity=0.161946,
indivs=785589, elapsed_secs=739, mean=0.472718, stdev=0.110572, best fit=0.687500, best_overall=0.687500, mean_diversity=0.087444,
indivs=795677, elapsed_secs=749, mean=0.607044, stdev=0.133660, best fit=0.687500, best_overall=0.687500, mean_diversity=0.188228,
indivs=805782, elapsed_secs=761, mean=0.520347, stdev=0.058710, best fit=0.687500, best_overall=0.687500, mean_diversity=0.213537,
indivs=815825, elapsed_secs=774, mean=0.572772, stdev=0.128255, best fit=0.687500, best_overall=0.687500, mean_diversity=0.204308,
indivs=825849, elapsed_secs=784, mean=0.561102, stdev=0.156680, best fit=0.687500, best_overall=0.687500, mean_diversity=0.291816,
indivs=835932, elapsed_secs=796, mean=0.497952, stdev=0.111052, best fit=0.687500, best_overall=0.687500, mean_diversity=0.206879,
indivs=846066, elapsed_secs=808, mean=0.589735, stdev=0.121006, best fit=0.687500, best_overall=0.687500, mean_diversity=0.087556,
indivs=856107, elapsed_secs=819, mean=0.516495, stdev=0.077969, best fit=0.687500, best_overall=0.687500, mean_diversity=0.198977,
indivs=866191, elapsed_secs=832, mean=0.583378, stdev=0.156333, best fit=0.687500, best_overall=0.687500, mean_diversity=0.277352,
indivs=876193, elapsed_secs=842, mean=0.575747, stdev=0.095399, best fit=0.687500, best_overall=0.687500, mean_diversity=0.200325,
indivs=886236, elapsed_secs=852, mean=0.540027, stdev=0.112231, best fit=0.687500, best_overall=0.687500, mean_diversity=0.208499,
indivs=896319, elapsed_secs=863, mean=0.573588, stdev=0.154243, best fit=0.687500, best_overall=0.687500, mean_diversity=0.245704,
