Random seed = 4258778029
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
evol_id:84677
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
Random seed = 682277275
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
evol_id:89184
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10283, elapsed_secs=24, mean=0.501698, stdev=0.007975, best fit=0.542600, best_overall=0.542600, mean_diversity=0.563138,
indivs=20307, elapsed_secs=29, mean=0.499161, stdev=0.008062, best fit=0.555800, best_overall=0.555800, mean_diversity=0.279712,
indivs=30409, elapsed_secs=33, mean=0.491104, stdev=0.050212, best fit=0.555800, best_overall=0.555800, mean_diversity=0.170744,
indivs=40455, elapsed_secs=37, mean=0.507007, stdev=0.057058, best fit=0.575500, best_overall=0.575500, mean_diversity=0.184286,
indivs=50471, elapsed_secs=41, mean=0.509357, stdev=0.022755, best fit=0.575500, best_overall=0.575500, mean_diversity=0.195629,
indivs=60550, elapsed_secs=45, mean=0.507246, stdev=0.024795, best fit=0.576600, best_overall=0.576600, mean_diversity=0.255029,
indivs=70595, elapsed_secs=50, mean=0.505216, stdev=0.016702, best fit=0.576600, best_overall=0.576600, mean_diversity=0.382889,
indivs=80625, elapsed_secs=56, mean=0.504553, stdev=0.013873, best fit=0.576600, best_overall=0.576600, mean_diversity=0.256738,
indivs=90648, elapsed_secs=60, mean=0.500098, stdev=0.009051, best fit=0.577100, best_overall=0.577100, mean_diversity=0.160318,
indivs=100764, elapsed_secs=65, mean=0.503393, stdev=0.055897, best fit=0.586900, best_overall=0.586900, mean_diversity=0.211163,
