Random seed = 4258594848
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
evol_id:78043
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
Random seed = 685872865
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
evol_id:77400
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10270, elapsed_secs=24, mean=0.552427, stdev=0.097256, best fit=0.669700, best_overall=0.669700, mean_diversity=0.264883,
indivs=20275, elapsed_secs=42, mean=0.565374, stdev=0.116667, best fit=0.669800, best_overall=0.669800, mean_diversity=0.239088,
indivs=30342, elapsed_secs=59, mean=0.520201, stdev=0.114790, best fit=0.669800, best_overall=0.669800, mean_diversity=0.196874,
Random seed = 741110873
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
evol_id:82844
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10204, elapsed_secs=22, mean=0.516987, stdev=0.049069, best fit=0.669000, best_overall=0.669000, mean_diversity=0.225990,
indivs=20205, elapsed_secs=32, mean=0.507285, stdev=0.089057, best fit=0.669300, best_overall=0.669300, mean_diversity=0.255037,
indivs=30275, elapsed_secs=42, mean=0.412842, stdev=0.085834, best fit=0.669400, best_overall=0.669400, mean_diversity=0.234341,
indivs=40416, elapsed_secs=52, mean=0.561092, stdev=0.099403, best fit=0.671700, best_overall=0.671700, mean_diversity=0.206310,
indivs=50451, elapsed_secs=62, mean=0.549710, stdev=0.076081, best fit=0.672100, best_overall=0.672100, mean_diversity=0.111815,
indivs=60473, elapsed_secs=72, mean=0.524158, stdev=0.059253, best fit=0.673800, best_overall=0.673800, mean_diversity=0.264790,
indivs=70507, elapsed_secs=78, mean=0.549760, stdev=0.094084, best fit=0.673800, best_overall=0.673800, mean_diversity=0.218184,
indivs=80595, elapsed_secs=86, mean=0.498234, stdev=0.039038, best fit=0.673800, best_overall=0.673800, mean_diversity=0.285946,
indivs=90633, elapsed_secs=93, mean=0.499704, stdev=0.026495, best fit=0.673800, best_overall=0.673800, mean_diversity=0.138648,
indivs=100686, elapsed_secs=100, mean=0.545577, stdev=0.070799, best fit=0.673800, best_overall=0.673800, mean_diversity=0.247743,
indivs=110699, elapsed_secs=106, mean=0.511315, stdev=0.043718, best fit=0.673800, best_overall=0.673800, mean_diversity=0.217508,
indivs=120755, elapsed_secs=111, mean=0.501738, stdev=0.017293, best fit=0.673800, best_overall=0.673800, mean_diversity=0.307558,
indivs=130852, elapsed_secs=117, mean=0.525160, stdev=0.054618, best fit=0.673800, best_overall=0.673800, mean_diversity=0.301695,
indivs=140863, elapsed_secs=124, mean=0.540139, stdev=0.108239, best fit=0.673800, best_overall=0.673800, mean_diversity=0.335233,
indivs=150965, elapsed_secs=132, mean=0.488983, stdev=0.107986, best fit=0.673800, best_overall=0.673800, mean_diversity=0.220105,
indivs=161026, elapsed_secs=139, mean=0.500261, stdev=0.057702, best fit=0.673800, best_overall=0.673800, mean_diversity=0.224765,
indivs=171092, elapsed_secs=146, mean=0.478821, stdev=0.082354, best fit=0.673800, best_overall=0.673800, mean_diversity=0.371381,
indivs=181153, elapsed_secs=152, mean=0.551402, stdev=0.100371, best fit=0.673800, best_overall=0.673800, mean_diversity=0.209642,
indivs=191170, elapsed_secs=161, mean=0.558630, stdev=0.098719, best fit=0.673800, best_overall=0.673800, mean_diversity=0.112627,
indivs=201221, elapsed_secs=168, mean=0.510540, stdev=0.062052, best fit=0.673800, best_overall=0.673800, mean_diversity=0.393153,
indivs=211255, elapsed_secs=174, mean=0.522364, stdev=0.051306, best fit=0.673800, best_overall=0.673800, mean_diversity=0.225516,
indivs=221295, elapsed_secs=180, mean=0.501241, stdev=0.018042, best fit=0.673800, best_overall=0.673800, mean_diversity=0.140257,
indivs=231404, elapsed_secs=186, mean=0.465369, stdev=0.138357, best fit=0.673800, best_overall=0.673800, mean_diversity=0.349149,
indivs=241433, elapsed_secs=193, mean=0.493526, stdev=0.065732, best fit=0.673800, best_overall=0.673800, mean_diversity=0.219064,
indivs=251454, elapsed_secs=199, mean=0.481675, stdev=0.107231, best fit=0.673800, best_overall=0.673800, mean_diversity=0.256511,
indivs=261516, elapsed_secs=205, mean=0.526581, stdev=0.059778, best fit=0.673800, best_overall=0.673800, mean_diversity=0.348492,
indivs=271546, elapsed_secs=211, mean=0.501738, stdev=0.017293, best fit=0.673800, best_overall=0.673800, mean_diversity=0.284478,
indivs=281567, elapsed_secs=217, mean=0.507905, stdev=0.037472, best fit=0.673800, best_overall=0.673800, mean_diversity=0.179310,
indivs=291658, elapsed_secs=224, mean=0.513653, stdev=0.036136, best fit=0.673800, best_overall=0.673800, mean_diversity=0.225463,
indivs=301670, elapsed_secs=229, mean=0.496626, stdev=0.046488, best fit=0.673800, best_overall=0.673800, mean_diversity=0.258732,
indivs=311692, elapsed_secs=236, mean=0.520989, stdev=0.081424, best fit=0.673800, best_overall=0.673800, mean_diversity=0.067236,
indivs=321828, elapsed_secs=243, mean=0.558055, stdev=0.107601, best fit=0.673800, best_overall=0.673800, mean_diversity=0.130528,
indivs=331936, elapsed_secs=251, mean=0.532840, stdev=0.086840, best fit=0.673800, best_overall=0.673800, mean_diversity=0.412094,
indivs=342014, elapsed_secs=258, mean=0.491257, stdev=0.100410, best fit=0.673800, best_overall=0.673800, mean_diversity=0.138002,
indivs=352083, elapsed_secs=265, mean=0.481734, stdev=0.099842, best fit=0.673800, best_overall=0.673800, mean_diversity=0.137544,
indivs=362204, elapsed_secs=273, mean=0.519123, stdev=0.082275, best fit=0.673800, best_overall=0.673800, mean_diversity=0.436399,
indivs=372236, elapsed_secs=282, mean=0.492981, stdev=0.063087, best fit=0.673800, best_overall=0.673800, mean_diversity=0.410420,
indivs=382320, elapsed_secs=288, mean=0.526210, stdev=0.083150, best fit=0.673800, best_overall=0.673800, mean_diversity=0.251433,
indivs=392429, elapsed_secs=295, mean=0.525283, stdev=0.074583, best fit=0.673800, best_overall=0.673800, mean_diversity=0.123753,
indivs=402457, elapsed_secs=300, mean=0.521800, stdev=0.059364, best fit=0.673800, best_overall=0.673800, mean_diversity=0.143642,
indivs=412552, elapsed_secs=307, mean=0.499748, stdev=0.022406, best fit=0.673800, best_overall=0.673800, mean_diversity=0.286376,
indivs=422552, elapsed_secs=314, mean=0.406044, stdev=0.181529, best fit=0.673800, best_overall=0.673800, mean_diversity=0.153929,
indivs=432645, elapsed_secs=321, mean=0.514134, stdev=0.066201, best fit=0.673800, best_overall=0.673800, mean_diversity=0.464707,
indivs=442660, elapsed_secs=328, mean=0.483624, stdev=0.101295, best fit=0.673800, best_overall=0.673800, mean_diversity=0.425811,
indivs=452682, elapsed_secs=335, mean=0.495092, stdev=0.075268, best fit=0.673800, best_overall=0.673800, mean_diversity=0.325652,
indivs=462764, elapsed_secs=341, mean=0.501659, stdev=0.017319, best fit=0.673800, best_overall=0.673800, mean_diversity=0.244367,
indivs=472765, elapsed_secs=349, mean=0.538585, stdev=0.106632, best fit=0.673800, best_overall=0.673800, mean_diversity=0.357484,
indivs=482865, elapsed_secs=355, mean=0.536035, stdev=0.068139, best fit=0.673800, best_overall=0.673800, mean_diversity=0.303774,
indivs=492883, elapsed_secs=361, mean=0.516743, stdev=0.075887, best fit=0.673800, best_overall=0.673800, mean_diversity=0.193659,
indivs=503017, elapsed_secs=369, mean=0.543978, stdev=0.111134, best fit=0.673800, best_overall=0.673800, mean_diversity=0.225714,
indivs=513064, elapsed_secs=375, mean=0.506767, stdev=0.032944, best fit=0.673800, best_overall=0.673800, mean_diversity=0.186327,
indivs=523099, elapsed_secs=381, mean=0.486543, stdev=0.049748, best fit=0.673800, best_overall=0.673800, mean_diversity=0.447886,
indivs=533175, elapsed_secs=388, mean=0.491740, stdev=0.069164, best fit=0.673800, best_overall=0.673800, mean_diversity=0.197622,
indivs=543254, elapsed_secs=395, mean=0.508764, stdev=0.034826, best fit=0.673800, best_overall=0.673800, mean_diversity=0.357209,
indivs=553286, elapsed_secs=401, mean=0.501635, stdev=0.017334, best fit=0.673800, best_overall=0.673800, mean_diversity=0.225664,
indivs=563328, elapsed_secs=411, mean=0.543183, stdev=0.106162, best fit=0.673800, best_overall=0.673800, mean_diversity=0.079568,
indivs=573436, elapsed_secs=418, mean=0.538781, stdev=0.069725, best fit=0.673800, best_overall=0.673800, mean_diversity=0.136150,
indivs=583441, elapsed_secs=425, mean=0.555096, stdev=0.080368, best fit=0.673800, best_overall=0.673800, mean_diversity=0.184407,
indivs=593509, elapsed_secs=431, mean=0.521865, stdev=0.054784, best fit=0.673800, best_overall=0.673800, mean_diversity=0.313832,
indivs=603611, elapsed_secs=437, mean=0.497895, stdev=0.055482, best fit=0.673800, best_overall=0.673800, mean_diversity=0.354730,
indivs=613612, elapsed_secs=444, mean=0.477504, stdev=0.111232, best fit=0.673800, best_overall=0.673800, mean_diversity=0.084198,
indivs=623687, elapsed_secs=451, mean=0.506184, stdev=0.066871, best fit=0.673800, best_overall=0.673800, mean_diversity=0.279611,
indivs=633694, elapsed_secs=457, mean=0.552811, stdev=0.074655, best fit=0.673800, best_overall=0.673800, mean_diversity=0.142083,
indivs=643738, elapsed_secs=463, mean=0.528284, stdev=0.063070, best fit=0.673800, best_overall=0.673800, mean_diversity=0.234584,
