Random seed = 4275199475
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
evol_id:11959
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
Random seed = 700707151
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
evol_id:73861
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10287, elapsed_secs=31, mean=0.508287, stdev=0.021201, best fit=0.557600, best_overall=0.557600, mean_diversity=0.231718,
indivs=20379, elapsed_secs=37, mean=0.487697, stdev=0.074624, best fit=0.585200, best_overall=0.585200, mean_diversity=0.143316,
indivs=30425, elapsed_secs=44, mean=0.501560, stdev=0.011616, best fit=0.586700, best_overall=0.586700, mean_diversity=0.295105,
indivs=40465, elapsed_secs=52, mean=0.525304, stdev=0.095961, best fit=0.669500, best_overall=0.669500, mean_diversity=0.462718,
indivs=50565, elapsed_secs=58, mean=0.609686, stdev=0.089178, best fit=0.669500, best_overall=0.669500, mean_diversity=0.095093,
indivs=60664, elapsed_secs=65, mean=0.508726, stdev=0.049420, best fit=0.669500, best_overall=0.669500, mean_diversity=0.172543,
indivs=70804, elapsed_secs=72, mean=0.608106, stdev=0.081346, best fit=0.669500, best_overall=0.669500, mean_diversity=0.099315,
Random seed = 758629046
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
evol_id:54825
SQLite Version: 3.4.0

Creating database for run.
/p/work/rditljtd/automl_zero/baseline_full_qdupdate.db3
Running evolution experiment (on the T_search tasks)...
indivs=200, elapsed_secs=0, mean=0.500000, stdev=0.000000, best fit=0.500000, best_overall=0.500000, mean_diversity=0.000000,
indivs=10225, elapsed_secs=7, mean=0.504124, stdev=0.016349, best fit=0.569300, best_overall=0.569300, mean_diversity=0.197582,
indivs=20272, elapsed_secs=14, mean=0.506886, stdev=0.017996, best fit=0.569300, best_overall=0.569300, mean_diversity=0.286284,
indivs=30301, elapsed_secs=23, mean=0.498992, stdev=0.032046, best fit=0.572800, best_overall=0.572800, mean_diversity=0.280621,
indivs=40412, elapsed_secs=33, mean=0.508404, stdev=0.020273, best fit=0.577200, best_overall=0.577200, mean_diversity=0.335846,
indivs=50437, elapsed_secs=38, mean=0.505184, stdev=0.016517, best fit=0.579600, best_overall=0.579600, mean_diversity=0.271847,
indivs=60491, elapsed_secs=43, mean=0.500793, stdev=0.007920, best fit=0.579600, best_overall=0.579600, mean_diversity=0.122099,
indivs=70500, elapsed_secs=48, mean=0.498897, stdev=0.012349, best fit=0.579600, best_overall=0.579600, mean_diversity=0.395373,
indivs=80588, elapsed_secs=53, mean=0.500770, stdev=0.007925, best fit=0.579600, best_overall=0.579600, mean_diversity=0.253560,
indivs=90733, elapsed_secs=60, mean=0.559338, stdev=0.099082, best fit=0.669100, best_overall=0.669100, mean_diversity=0.306705,
indivs=100733, elapsed_secs=66, mean=0.589410, stdev=0.122125, best fit=0.669100, best_overall=0.669100, mean_diversity=0.153517,
indivs=110744, elapsed_secs=74, mean=0.551300, stdev=0.160918, best fit=0.669300, best_overall=0.669300, mean_diversity=0.256799,
indivs=120834, elapsed_secs=80, mean=0.500891, stdev=0.124391, best fit=0.669300, best_overall=0.669300, mean_diversity=0.350515,
indivs=130866, elapsed_secs=87, mean=0.488525, stdev=0.107941, best fit=0.669300, best_overall=0.669300, mean_diversity=0.180011,
indivs=140914, elapsed_secs=95, mean=0.489957, stdev=0.155413, best fit=0.669300, best_overall=0.669300, mean_diversity=0.390435,
indivs=150940, elapsed_secs=104, mean=0.502247, stdev=0.139028, best fit=0.669300, best_overall=0.669300, mean_diversity=0.294332,
indivs=160979, elapsed_secs=113, mean=0.596702, stdev=0.154585, best fit=0.669300, best_overall=0.669300, mean_diversity=0.088238,
indivs=171004, elapsed_secs=120, mean=0.495959, stdev=0.153445, best fit=0.669300, best_overall=0.669300, mean_diversity=0.293976,
indivs=181077, elapsed_secs=128, mean=0.541831, stdev=0.124507, best fit=0.669300, best_overall=0.669300, mean_diversity=0.444013,
indivs=191159, elapsed_secs=136, mean=0.606468, stdev=0.111553, best fit=0.669300, best_overall=0.669300, mean_diversity=0.128570,
indivs=201225, elapsed_secs=142, mean=0.523551, stdev=0.102680, best fit=0.669300, best_overall=0.669300, mean_diversity=0.253984,
